#{"t_start": 1523216017.4787912, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,418.560009
0.0,129,418.938344
0.0,127,419.313397
1.0,155,419.776853
1.0,173,420.294808
0.0,125,420.664412
8.0,371,421.786853
3.0,250,422.541996
2.0,188,423.109729
1.0,175,423.636126
0.0,127,424.016572
2.0,224,424.687674
0.0,129,425.069644
2.0,221,425.733229
1.0,173,426.252939
4.0,298,427.158069
0.0,125,427.530149
1.0,157,427.998799
2.0,204,428.61067
0.0,129,428.992832
3.0,246,429.734062
2.0,184,430.356681
3.0,248,431.109315
0.0,127,431.484008
2.0,202,432.090169
1.0,171,432.605519
3.0,249,433.361484
0.0,129,433.74358
0.0,125,434.114018
0.0,129,434.502161
1.0,175,435.029682
0.0,125,435.40346
0.0,129,435.784377
3.0,248,436.539119
2.0,188,437.108487
2.0,225,437.786915
0.0,129,438.168911
4.0,282,439.025618
3.0,230,439.729913
2.0,225,440.40626
2.0,219,441.067806
2.0,205,441.684686
1.0,155,442.148872
0.0,129,442.535482
3.0,272,443.363329
1.0,159,443.837053
0.0,129,444.219651
0.0,129,444.605777
1.0,153,445.063618
1.0,153,445.523751
2.0,186,446.078691
1.0,176,446.606551
5.0,339,447.639614
0.0,125,448.01469
1.0,171,448.531073
1.0,174,449.054251
2.0,224,449.727534
1.0,155,450.19415
0.0,129,450.57853
0.0,127,451.84417
0.0,127,452.7214
3.0,230,454.374274
0.0,127,455.253606
0.0,123,456.086254
0.0,125,456.94159
1.0,173,458.143745
0.0,129,459.039176
0.0,127,459.910809
0.0,129,460.799058
0.0,129,461.687417
0.0,129,462.579882
1.0,172,463.795403
0.0,129,464.679838
3.0,248,466.43997
5.0,346,468.927762
1.0,157,470.026013
1.0,155,471.095026
0.0,129,471.982625
1.0,155,473.053415
1.0,155,474.142562
3.0,220,475.715054
2.0,201,477.137898
0.0,129,478.026495
5.0,331,480.398349
0.0,127,481.262425
2.0,186,482.585063
0.0,127,483.448398
1.0,155,484.531822
2.0,202,485.960403
2.0,198,487.371694
2.0,224,488.945864
0.0,129,489.823759
1.0,175,491.0357
0.0,129,491.914118
1.0,155,492.99612
0.0,127,493.870928
1.0,171,495.08744
0.0,125,495.930979
1.0,172,497.156731
2.0,185,498.476206
0.0,127,499.33653
0.0,127,500.197205
2.0,207,501.653235
2.0,200,503.081126
1.0,155,504.174991
1.0,175,505.424227
2.0,204,506.893441
0.0,129,507.798103
0.0,129,508.678096
0.0,129,509.591274
1.0,155,510.680932
9.0,391,513.573032
2.0,202,515.014702
2.0,200,516.419607
2.0,204,517.86162
2.0,219,519.407952
2.0,219,520.959519
0.0,129,521.855848
3.0,252,523.637166
1.0,155,524.726869
4.0,301,526.871095
0.0,127,527.7435
0.0,129,528.994532
0.0,129,529.888903
1.0,156,530.984128
0.0,127,531.852614
2.0,216,533.392485
4.0,298,535.565075
0.0,127,536.453277
0.0,129,537.33264
3.0,267,539.265394
3.0,250,541.081845
1.0,153,542.140152
0.0,127,543.033637
1.0,155,544.114881
4.0,266,546.031065
1.0,173,547.261388
1.0,178,548.540943
1.0,173,549.748064
0.0,127,550.633483
3.0,252,552.44843
0.0,127,553.323141
0.0,129,554.227164
0.0,129,555.129356
1.0,174,556.371652
0.0,129,557.284297
0.0,129,558.163093
2.0,187,559.503215
2.0,202,560.962265
0.0,127,561.830088
2.0,219,563.392768
0.0,129,564.306167
2.0,206,565.796851
1.0,157,566.897634
3.0,248,568.670172
1.0,155,569.762661
1.0,172,570.988173
2.0,202,572.424866
0.0,127,573.308847
0.0,129,574.201806
2.0,202,575.635038
0.0,129,576.530509
4.0,279,578.534453
0.0,127,579.411918
1.0,155,580.510864
0.0,127,581.396026
2.0,200,582.805317
0.0,129,583.694836
5.0,327,586.066759
0.0,125,586.926517
0.0,127,587.798771
1.0,157,588.899475
2.0,202,590.327837
2.0,222,591.910477
1.0,155,592.987538
0.0,127,593.856899
0.0,127,594.736536
0.0,129,595.615066
0.0,129,596.506028
1.0,155,597.58781
2.0,183,598.896488
2.0,219,600.472082
1.0,174,601.695428
0.0,129,602.58882
4.0,318,604.898474
0.0,129,605.774689
0.0,127,606.662401
2.0,202,608.125205
6.0,401,611.056446
0.0,129,611.949718
1.0,175,613.177877
0.0,129,614.073072
2.0,202,615.508362
2.0,224,617.118688
4.0,301,619.289646
1.0,154,620.372179
5.0,330,622.765267
2.0,201,624.214155
0.0,127,625.09863
1.0,174,626.352695
0.0,127,627.244602
4.0,320,629.562101
3.0,249,631.370712
0.0,125,632.239231
0.0,125,633.086085
0.0,127,633.983624
2.0,222,635.567624
3.0,270,637.509928
0.0,129,638.391025
0.0,127,639.298606
1.0,175,640.535322
0.0,125,641.397304
0.0,125,642.239977
0.0,125,643.105432
0.0,127,643.983581
2.0,181,645.265482
2.0,201,646.704998
1.0,177,647.959039
0.0,127,648.828673
0.0,127,649.709034
1.0,173,650.927876
0.0,127,651.806742
0.0,125,652.677516
0.0,127,653.553808
3.0,216,655.115053
0.0,123,655.964928
0.0,129,656.868412
0.0,129,657.747756
1.0,170,658.962748
0.0,129,659.851733
2.0,226,661.466728
0.0,129,662.361474
0.0,129,663.25602
0.0,129,664.136506
8.0,372,666.848912
2.0,200,668.26246
0.0,129,669.155284
2.0,190,670.518189
0.0,129,671.420824
1.0,175,672.647998
2.0,187,673.966623
0.0,129,674.861614
0.0,127,675.732866
0.0,125,676.597362
4.0,321,678.940078
0.0,127,679.812241
0.0,123,680.651406
2.0,187,681.983399
1.0,173,683.186864
3.0,267,685.124154
0.0,129,685.99498
1.0,153,687.034114
1.0,173,688.222018
3.0,249,689.960138
0.0,127,690.817067
1.0,178,692.073165
1.0,172,693.269289
2.0,204,694.708568
0.0,125,695.562871
1.0,157,696.65657
1.0,175,697.921008
2.0,204,699.39068
3.0,231,701.038548
2.0,200,702.439066
1.0,173,703.63171
1.0,155,704.692206
2.0,204,706.108485
0.0,125,706.955288
4.0,297,709.076574
0.0,127,709.9276
2.0,203,711.322058
0.0,127,712.184703
0.0,127,713.029283
3.0,252,714.775586
0.0,127,715.633532
1.0,159,716.710226
0.0,127,717.574903
1.0,175,718.767646
4.0,298,720.888614
8.0,382,723.678351
0.0,129,724.577382
4.0,302,726.751648
2.0,202,728.185811
2.0,202,729.61861
0.0,127,730.489215
0.0,129,731.39727
1.0,155,732.502381
2.0,223,734.113107
4.0,297,736.25332
2.0,184,737.57599
1.0,155,738.655167
1.0,173,739.878304
4.0,301,742.047086
0.0,129,742.922034
3.0,271,744.930719
0.0,125,745.780154
1.0,172,746.997957
0.0,127,747.868782
0.0,129,748.772598
0.0,125,749.637826
5.0,353,752.214427
4.0,298,754.365757
3.0,212,755.876358
0.0,129,756.79599
2.0,202,758.235623
3.0,219,759.798456
1.0,157,760.901925
1.0,157,761.98675
0.0,127,762.883383
2.0,201,764.314584
0.0,125,765.187081
0.0,127,766.067932
0.0,129,766.977628
4.0,281,769.018787
0.0,129,769.909837
0.0,127,770.775146
0.0,127,771.648378
4.0,285,773.699832
4.0,279,775.705566
3.0,272,777.685632
1.0,155,778.760547
5.0,330,781.143886
1.0,157,782.251388
0.0,125,783.101363
2.0,199,784.529667
2.0,200,785.937175
0.0,129,786.830639
1.0,178,788.084177
2.0,187,789.405414
4.0,280,791.43668
1.0,178,792.697247
5.0,347,795.238835
4.0,301,797.438765
0.0,125,798.280384
2.0,201,799.7127
2.0,203,801.145108
3.0,248,802.930746
2.0,204,804.388961
1.0,157,805.525632
1.0,155,806.619033
0.0,129,807.520084
3.0,236,809.224224
0.0,129,810.099757
2.0,197,811.527299
3.0,270,813.492783
0.0,127,814.36572
0.0,127,815.266131
3.0,270,817.212375
2.0,220,818.778183
0.0,127,819.650517
2.0,220,821.230479
0.0,129,822.123483
4.0,278,824.125686
1.0,173,825.32949
1.0,155,826.43072
2.0,202,827.868124
2.0,203,829.308798
1.0,173,830.530859
2.0,217,832.059566
1.0,176,833.312035
1.0,159,834.427275
2.0,186,835.751489
4.0,291,837.84878
0.0,125,838.713738
0.0,129,839.608919
4.0,299,841.759142
2.0,203,843.200353
4.0,243,844.964617
0.0,127,845.849135
1.0,155,846.946247
2.0,184,848.280817
2.0,200,849.725692
2.0,220,851.336336
2.0,222,852.942322
3.0,232,854.622778
0.0,129,855.531975
0.0,127,856.406609
6.0,393,859.287108
1.0,173,860.522063
3.0,251,862.32162
0.0,127,863.193434
3.0,270,865.182646
1.0,175,866.425896
0.0,129,867.324859
1.0,155,868.407951
2.0,184,869.719705
1.0,173,870.942727
3.0,277,872.928272
4.0,298,875.122396
1.0,173,876.350287
0.0,127,877.225958
1.0,175,878.489905
2.0,201,879.922403
0.0,127,880.814151
1.0,157,881.892261
0.0,127,882.774425
0.0,127,883.639209
0.0,129,884.533944
1.0,157,885.615063
0.0,123,886.4686
1.0,177,887.707604
1.0,175,888.953265
0.0,125,889.802553
1.0,157,890.902304
4.0,301,893.077515
1.0,173,894.319742
3.0,250,896.102692
1.0,175,897.32867
3.0,217,898.877054
0.0,125,899.724478
2.0,225,901.335102
1.0,178,902.598386
0.0,127,903.468339
2.0,221,905.054358
0.0,129,905.949441
0.0,127,906.817335
1.0,176,908.061235
4.0,319,910.371552
1.0,157,911.475456
1.0,155,912.563577
0.0,125,913.44738
0.0,127,914.316964
1.0,153,915.3957
2.0,204,916.857176
1.0,155,917.941289
3.0,248,919.755037
0.0,127,920.629177
0.0,129,921.517581
1.0,173,922.734132
3.0,251,924.569136
3.0,268,926.511227
3.0,233,928.187896
0.0,129,929.097072
1.0,157,930.19914
3.0,251,931.993418
0.0,129,932.907386
3.0,252,934.721846
1.0,173,935.946323
3.0,219,937.506127
1.0,157,938.614964
0.0,129,939.52493
4.0,318,941.850826
4.0,261,943.710841
1.0,155,944.805778
0.0,127,945.675829
0.0,125,946.536008
1.0,157,947.623779
4.0,274,949.591454
1.0,173,950.812483
4.0,285,952.898615
2.0,206,954.362298
1.0,153,955.429042
2.0,224,957.020669
1.0,157,958.152007
0.0,129,959.043565
1.0,175,960.277885
0.0,125,961.150998
5.0,294,963.29388
1.0,155,964.383245
2.0,224,965.994595
0.0,127,966.881325
0.0,129,967.76347
1.0,171,968.974952
0.0,127,969.838561
0.0,127,970.705782
1.0,155,971.796693
0.0,127,972.693724
1.0,173,973.899456
0.0,125,974.759987
7.0,321,977.092306
4.0,279,979.10898
2.0,205,980.562694
3.0,228,982.176568
2.0,224,983.793823
2.0,184,985.103921
7.0,373,987.86507
3.0,271,990.286461
1.0,172,991.523275
2.0,224,993.116967
0.0,127,993.996608
1.0,155,995.076812
2.0,202,996.526208
2.0,202,997.957191
1.0,177,999.202699
2.0,203,1000.639347
3.0,250,1002.414195
0.0,125,1003.271589
0.0,127,1004.13657
1.0,173,1005.346162
2.0,202,1006.767629
1.0,175,1007.994613
1.0,171,1009.186642
0.0,127,1010.046211
5.0,339,1012.521277
5.0,350,1015.080726
1.0,155,1016.163861
3.0,250,1017.977291
0.0,127,1018.849479
1.0,157,1019.949009
1.0,171,1021.140175
0.0,127,1022.002889
1.0,173,1023.221836
0.0,125,1024.083701
4.0,276,1026.041045
6.0,422,1029.111527
0.0,127,1029.999959
3.0,232,1031.659243
1.0,172,1032.875163
0.0,127,1033.740787
4.0,278,1035.732405
3.0,232,1037.368946
4.0,301,1039.565006
2.0,200,1040.979193
4.0,295,1043.099575
1.0,175,1044.335635
1.0,174,1045.575635
8.0,445,1048.85466
3.0,252,1050.67012
3.0,269,1052.604475
1.0,171,1053.801666
0.0,129,1054.694016
0.0,125,1055.563356
1.0,173,1056.780067
0.0,129,1057.654855
2.0,206,1059.112684
1.0,173,1060.334927
1.0,157,1061.432203
1.0,172,1062.624129
2.0,187,1063.956544
1.0,175,1065.179227
0.0,125,1066.038012
1.0,177,1067.271991
3.0,253,1069.097565
1.0,169,1070.302131
0.0,123,1071.138632
1.0,157,1072.237754
4.0,279,1074.231223
4.0,321,1076.569757
1.0,157,1077.70347
0.0,129,1078.595941
5.0,368,1081.338471
3.0,232,1083.012241
3.0,271,1084.967505
4.0,278,1086.960564
0.0,129,1087.834449
2.0,203,1089.297305
2.0,202,1090.738451
1.0,155,1091.815046
2.0,187,1093.128309
0.0,129,1094.012433
1.0,173,1095.227288
2.0,203,1096.654163
0.0,129,1097.541069
2.0,192,1098.88468
2.0,207,1100.367383
3.0,252,1102.178907
0.0,127,1103.049559
0.0,127,1103.924436
1.0,172,1105.145086
4.0,279,1107.181806
0.0,129,1108.071008
3.0,252,1109.893495
1.0,153,1110.963252
0.0,127,1111.830286
2.0,225,1113.436579
2.0,204,1114.880509
0.0,127,1115.753692
0.0,129,1116.648519
2.0,183,1117.925415
2.0,183,1119.204886
4.0,269,1121.137006
0.0,129,1122.020999
4.0,303,1124.191995
0.0,125,1125.052103
0.0,129,1125.916068
2.0,203,1127.365702
3.0,234,1129.045291
1.0,171,1130.245515
2.0,224,1131.835522
2.0,221,1133.420324
3.0,234,1135.103357
4.0,294,1137.217767
5.0,329,1139.59806
1.0,157,1140.691199
5.0,350,1143.211466
5.0,313,1145.457812
4.0,280,1147.487594
4.0,321,1149.832493
1.0,173,1151.028334
2.0,203,1152.470238
5.0,324,1154.798985
5.0,314,1157.056139
3.0,220,1158.624463
3.0,248,1160.39593
1.0,157,1161.509166
5.0,352,1164.073236
2.0,219,1165.653057
3.0,248,1167.451575
0.0,127,1168.338463
2.0,226,1169.944583
1.0,153,1171.023522
1.0,176,1172.277646
1.0,173,1173.47527
2.0,224,1175.090203
1.0,153,1176.189401
2.0,204,1177.660121
1.0,156,1178.79366
2.0,200,1180.227077
2.0,208,1181.733023
1.0,178,1182.98207
1.0,155,1184.056879
1.0,157,1185.154287
0.0,127,1186.01595
2.0,198,1187.436156
1.0,157,1188.543814
1.0,157,1189.621259
2.0,202,1191.046152
2.0,220,1192.608368
2.0,204,1194.039748
2.0,220,1195.631479
3.0,227,1197.273285
1.0,171,1198.489379
1.0,155,1199.581669
5.0,296,1201.701284
8.0,333,1204.143671
2.0,225,1205.76368
0.0,129,1206.650627
1.0,175,1207.900306
4.0,283,1209.915159
0.0,125,1210.777047
0.0,123,1211.608855
1.0,176,1212.836343
2.0,200,1214.255748
2.0,184,1215.544176
3.0,250,1217.325203
0.0,129,1218.210575
6.0,399,1221.083463
1.0,175,1222.322507
6.0,383,1225.15231
1.0,155,1226.254684
2.0,201,1227.689227
0.0,127,1228.559442
0.0,129,1229.447452
1.0,175,1230.663932
2.0,223,1232.244427
0.0,127,1233.126143
1.0,153,1234.172398
3.0,270,1236.114699
