#{"t_start": 1523298676.61628, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,328.857114
0.0,127,330.265399
1.0,155,332.074822
2.0,206,334.468476
0.0,125,335.916761
0.0,125,337.311987
0.0,129,338.786202
0.0,127,340.203989
0.0,129,341.698011
3.0,216,344.189424
2.0,184,346.39151
1.0,155,348.18246
1.0,175,350.26359
2.0,225,352.941859
1.0,175,354.981903
0.0,127,356.394482
1.0,157,358.284538
2.0,206,360.716455
0.0,125,362.145613
0.0,129,363.644647
0.0,129,365.133548
3.0,230,367.827147
0.0,127,369.27078
0.0,127,370.715934
1.0,173,372.763103
2.0,200,375.094825
0.0,127,376.445853
2.0,198,378.717238
6.0,377,383.236158
0.0,129,384.635862
0.0,127,386.010993
0.0,127,387.445361
1.0,176,389.520757
3.0,225,392.140983
4.0,274,395.36893
0.0,129,396.819858
10.0,431,401.82267
0.0,127,403.261836
5.0,350,407.54015
4.0,259,410.571487
10.0,434,415.740604
0.0,127,417.185504
0.0,129,418.654434
0.0,127,420.057317
10.0,438,425.343355
0.0,127,426.723215
1.0,172,428.674936
1.0,157,430.477205
0.0,127,431.927683
2.0,200,434.257125
0.0,129,435.699399
0.0,127,437.147059
0.0,127,438.626491
4.0,260,441.893408
3.0,248,444.944567
1.0,155,446.799596
0.0,125,448.192528
0.0,127,449.710436
1.0,175,451.797856
1.0,173,453.860615
0.0,129,455.30297
4.0,281,458.678195
2.0,223,461.24862
0.0,127,462.645
2.0,222,465.283658
1.0,157,467.097838
0.0,129,468.542882
1.0,157,470.323463
2.0,202,472.662212
0.0,125,474.081784
2.0,200,476.419637
4.0,263,479.556781
0.0,129,481.003579
1.0,171,482.925657
2.0,205,485.299851
2.0,202,487.644206
0.0,127,489.188232
0.0,129,490.695295
4.0,279,494.255438
0.0,129,495.721952
1.0,155,497.479204
0.0,127,498.966992
2.0,202,501.484597
2.0,219,504.086272
1.0,173,506.182945
2.0,221,508.911754
1.0,155,510.714518
1.0,155,512.553684
0.0,129,514.054653
2.0,198,516.430897
0.0,127,517.843834
2.0,202,520.238324
1.0,173,522.340169
0.0,127,523.759336
0.0,127,525.277852
2.0,200,527.808662
0.0,123,529.213404
2.0,202,531.740526
1.0,153,533.624351
3.0,250,536.704399
1.0,155,538.578718
2.0,222,541.289792
2.0,200,543.68639
1.0,171,545.745233
4.0,299,549.472287
1.0,174,551.497956
9.0,405,556.350852
1.0,176,558.451193
4.0,297,562.07794
4.0,299,565.61464
2.0,199,567.995714
0.0,129,569.470746
1.0,157,571.311973
1.0,157,573.157441
4.0,299,576.704316
2.0,219,579.390175
0.0,123,580.760844
5.0,335,584.942569
8.0,372,589.403102
2.0,222,592.036268
0.0,129,593.496938
0.0,129,595.013271
1.0,155,596.792003
1.0,173,598.86219
2.0,198,601.1571
0.0,127,602.592619
0.0,129,604.071362
1.0,173,606.12184
1.0,171,608.133981
1.0,153,609.949193
5.0,330,613.996875
0.0,127,615.501594
1.0,174,617.503143
0.0,127,618.935524
0.0,129,620.392793
1.0,153,622.197825
0.0,129,623.683858
4.0,302,627.39684
3.0,230,630.133695
3.0,252,633.19912
1.0,152,634.983806
8.0,375,639.646456
0.0,127,641.12052
4.0,279,644.462638
12.0,429,649.764098
9.0,404,654.716787
4.0,297,658.305765
5.0,352,662.60653
2.0,222,665.23067
5.0,350,669.557856
5.0,352,673.860078
0.0,125,675.303378
0.0,127,676.727022
1.0,175,678.749244
0.0,125,680.136934
2.0,202,682.537455
0.0,129,683.996109
0.0,129,685.489667
1.0,172,687.50558
2.0,203,689.982534
0.0,127,691.423464
1.0,157,693.20464
1.0,157,695.027128
0.0,129,696.478272
0.0,127,697.905287
2.0,198,700.275386
0.0,125,701.684506
0.0,127,703.130995
0.0,127,704.524028
0.0,129,706.056042
7.0,430,711.37134
0.0,129,712.875909
0.0,127,714.303989
10.0,435,719.674255
0.0,123,721.041974
2.0,202,723.430414
0.0,127,724.916627
0.0,129,726.460857
2.0,202,728.883153
0.0,123,730.288799
6.0,397,735.118012
0.0,125,736.527516
0.0,127,738.007796
0.0,127,739.453071
2.0,218,741.997567
0.0,125,743.43949
0.0,125,744.840142
8.0,480,750.699589
0.0,127,752.127775
2.0,220,754.782954
3.0,248,757.762927
9.0,404,762.712762
0.0,127,764.185551
2.0,198,766.490312
0.0,129,767.914622
2.0,222,770.55004
0.0,127,771.98327
3.0,248,774.894832
0.0,127,776.383632
2.0,202,778.70758
0.0,129,780.134125
0.0,129,781.655088
0.0,129,783.112058
5.0,350,787.297477
5.0,350,791.545515
6.0,396,796.366983
2.0,200,798.727552
0.0,127,800.1355
0.0,129,801.595684
0.0,127,803.045253
0.0,125,804.429796
0.0,129,805.868539
2.0,202,808.19039
1.0,155,809.943673
2.0,200,812.257363
4.0,297,815.804613
0.0,129,817.205015
2.0,200,819.538409
0.0,127,820.972964
2.0,200,823.366456
0.0,127,824.877529
3.0,228,827.553929
4.0,297,831.036712
3.0,248,834.08003
5.0,350,838.374944
7.0,322,842.153593
2.0,202,844.516363
2.0,202,846.824121
0.0,125,848.212748
4.0,297,851.811225
0.0,127,853.275032
5.0,331,857.346729
5.0,350,861.514295
0.0,127,862.978881
0.0,125,864.451193
0.0,125,865.902585
9.0,423,871.080661
2.0,202,873.470751
4.0,297,877.098536
2.0,202,879.529408
2.0,200,881.861167
5.0,350,886.13939
1.0,160,888.008059
3.0,271,891.254277
0.0,127,892.748921
2.0,202,895.141261
0.0,129,896.574964
3.0,246,899.485245
5.0,349,903.753053
3.0,248,906.627443
2.0,202,908.995287
0.0,129,910.391559
0.0,129,911.829977
5.0,350,916.064941
0.0,127,917.522512
1.0,153,919.253715
0.0,127,920.676772
0.0,125,922.052635
2.0,220,924.603614
2.0,200,926.903384
2.0,198,929.262178
0.0,127,930.761183
0.0,125,932.201943
0.0,129,933.674288
4.0,297,937.294688
0.0,129,938.814966
2.0,202,941.183552
0.0,129,942.597026
0.0,129,944.092574
3.0,248,947.098855
0.0,129,948.548131
3.0,248,951.428549
6.0,396,956.385527
2.0,202,958.77641
2.0,200,961.1199
5.0,350,965.360636
4.0,299,968.941015
6.0,382,973.483374
5.0,350,977.752264
2.0,200,980.086563
2.0,222,982.772361
0.0,129,984.193375
3.0,248,987.224837
0.0,129,988.66473
0.0,127,990.047977
2.0,202,992.41802
0.0,129,993.867636
5.0,350,998.107382
2.0,200,1000.467854
5.0,350,1004.686395
4.0,297,1008.266284
4.0,277,1011.567398
9.0,404,1016.439702
0.0,127,1017.882884
2.0,202,1020.23192
0.0,127,1021.659789
0.0,127,1023.113807
0.0,129,1024.557219
3.0,246,1027.493275
2.0,200,1029.806285
0.0,129,1031.293104
0.0,127,1032.699965
0.0,129,1034.177935
0.0,125,1035.571595
3.0,271,1038.800486
0.0,127,1040.282056
3.0,248,1043.196814
0.0,125,1044.572352
1.0,153,1046.364364
2.0,202,1048.690369
0.0,129,1050.149742
2.0,200,1052.537161
0.0,127,1053.885205
0.0,127,1055.322836
0.0,129,1056.799639
0.0,127,1058.242759
0.0,127,1059.711188
0.0,125,1061.07323
0.0,125,1062.478497
0.0,129,1063.894572
9.0,404,1068.799783
0.0,129,1070.261041
2.0,200,1072.587126
0.0,127,1074.019218
2.0,200,1076.37579
2.0,200,1078.768257
0.0,127,1080.252662
3.0,246,1083.227437
0.0,129,1084.630229
0.0,129,1086.034461
5.0,372,1090.603063
0.0,127,1092.011462
9.0,404,1096.989261
5.0,350,1101.221941
0.0,129,1102.656668
0.0,129,1104.131472
2.0,202,1106.537738
5.0,328,1110.439027
0.0,129,1111.979191
3.0,248,1114.950212
10.0,470,1120.556874
4.0,298,1124.192102
3.0,271,1127.462317
5.0,329,1131.445214
0.0,129,1132.960486
5.0,352,1137.19211
0.0,129,1138.614585
0.0,125,1140.059399
5.0,350,1144.299626
0.0,123,1145.687998
1.0,176,1147.740749
10.0,431,1152.939389
3.0,248,1155.931172
5.0,350,1160.228241
4.0,299,1163.857284
2.0,200,1166.197374
2.0,202,1168.51491
3.0,248,1171.42937
0.0,125,1172.879127
1.0,173,1174.854647
0.0,127,1176.264871
4.0,301,1179.851611
0.0,127,1181.318722
0.0,127,1182.789603
0.0,129,1184.252843
0.0,129,1185.723016
11.0,479,1191.505356
2.0,200,1193.89326
2.0,200,1196.252109
0.0,129,1197.727201
2.0,202,1200.074756
2.0,202,1202.464346
5.0,350,1206.60001
5.0,350,1210.816051
0.0,129,1212.350214
0.0,127,1213.773124
9.0,396,1218.78586
0.0,127,1220.180056
0.0,129,1221.657721
0.0,127,1223.087477
9.0,404,1227.983853
4.0,297,1231.495556
1.0,154,1233.298666
3.0,230,1236.001149
0.0,129,1237.483072
8.0,375,1241.95171
0.0,129,1243.418223
0.0,129,1244.915202
6.0,380,1249.463869
1.0,173,1251.467728
3.0,248,1254.3651
0.0,127,1255.785979
0.0,127,1257.251565
0.0,127,1258.631928
6.0,401,1263.543406
0.0,125,1264.989384
5.0,327,1268.896679
1.0,173,1270.928555
0.0,129,1272.339611
0.0,129,1273.850431
2.0,202,1276.36764
0.0,129,1277.897024
0.0,127,1279.337438
1.0,157,1281.130884
0.0,127,1282.558427
0.0,125,1283.912082
0.0,127,1285.345551
10.0,451,1290.8617
2.0,202,1293.192677
6.0,382,1297.796461
9.0,404,1302.670928
0.0,127,1304.068769
0.0,127,1305.537701
0.0,127,1307.029793
0.0,127,1308.505786
0.0,129,1309.975566
2.0,198,1312.271641
2.0,200,1314.581116
10.0,452,1319.986799
0.0,127,1321.39935
0.0,129,1322.877978
0.0,127,1324.299847
0.0,125,1325.62297
2.0,202,1327.996158
0.0,129,1329.468339
0.0,129,1330.93251
0.0,127,1332.336032
0.0,127,1333.736688
1.0,173,1335.778745
2.0,202,1338.130853
0.0,129,1339.528485
0.0,127,1340.902129
0.0,129,1342.377214
0.0,127,1343.786814
2.0,202,1346.171985
0.0,125,1347.59336
4.0,277,1350.842366
5.0,352,1355.056212
0.0,129,1356.507878
9.0,404,1361.270405
0.0,129,1362.703368
5.0,350,1367.011493
1.0,176,1369.070514
0.0,127,1370.51012
0.0,127,1371.905103
4.0,297,1375.375643
2.0,202,1377.653984
5.0,350,1381.858217
0.0,127,1383.299512
0.0,129,1384.724263
0.0,129,1386.186308
4.0,299,1389.83535
2.0,202,1392.23703
0.0,125,1393.6137
0.0,129,1395.063448
0.0,125,1396.482356
0.0,127,1397.871002
0.0,127,1399.307726
2.0,198,1401.599725
0.0,129,1403.041967
10.0,454,1408.514487
0.0,127,1409.917164
0.0,127,1411.386482
2.0,202,1413.695715
3.0,248,1416.694308
6.0,401,1421.476037
5.0,347,1425.756966
6.0,400,1430.703391
2.0,200,1433.147482
0.0,127,1434.604391
4.0,278,1437.953356
0.0,127,1439.361048
4.0,299,1442.923439
2.0,200,1445.273222
0.0,127,1446.699878
0.0,125,1448.116828
0.0,129,1449.567218
2.0,200,1451.853447
10.0,451,1457.312023
3.0,231,1460.015031
0.0,127,1461.412614
0.0,129,1462.826982
2.0,183,1465.048209
0.0,127,1466.499458
0.0,125,1467.879487
2.0,206,1470.366568
4.0,299,1473.881327
0.0,129,1475.337267
2.0,200,1477.683318
2.0,202,1480.014007
0.0,129,1481.397134
0.0,125,1482.769031
0.0,127,1484.205801
0.0,127,1485.63932
2.0,204,1488.057825
5.0,350,1492.20285
1.0,157,1494.039085
0.0,127,1495.485572
0.0,127,1496.87705
7.0,425,1502.026488
3.0,251,1505.014844
9.0,404,1509.896672
4.0,299,1513.400987
6.0,397,1518.251522
1.0,173,1520.253457
0.0,125,1521.622873
2.0,220,1524.23777
1.0,155,1525.93594
3.0,230,1528.62849
10.0,427,1533.755781
4.0,297,1537.244527
1.0,173,1539.226244
3.0,230,1541.88463
0.0,129,1543.36706
0.0,129,1544.816128
2.0,204,1547.217011
0.0,129,1548.691297
3.0,230,1551.451167
0.0,129,1552.947846
0.0,127,1554.398956
8.0,464,1560.031471
0.0,129,1561.467455
3.0,234,1564.273468
1.0,155,1566.070123
6.0,382,1570.612845
0.0,129,1572.108457
2.0,200,1574.390776
3.0,230,1577.155501
0.0,127,1578.634323
3.0,232,1581.363984
0.0,127,1582.776142
4.0,299,1586.305485
5.0,352,1590.47732
0.0,129,1591.922998
6.0,397,1596.689761
2.0,204,1599.110305
15.0,578,1606.060841
5.0,372,1610.560191
2.0,187,1612.752926
1.0,155,1614.506529
7.0,426,1619.644964
1.0,157,1621.409668
0.0,129,1622.863496
1.0,157,1624.66542
1.0,171,1626.629324
1.0,155,1628.440582
4.0,299,1632.020533
2.0,206,1634.377065
1.0,173,1636.435294
5.0,372,1640.967365
1.0,176,1642.986995
0.0,127,1644.386943
2.0,199,1646.724579
1.0,155,1648.51673
2.0,187,1650.729454
2.0,206,1653.137244
1.0,153,1654.847495
4.0,297,1658.289787
7.0,450,1663.723049
1.0,159,1665.578937
4.0,264,1668.745087
4.0,325,1672.588598
1.0,175,1674.526192
4.0,299,1678.08885
3.0,250,1681.08128
1.0,153,1682.81438
1.0,155,1684.543598
4.0,258,1687.547357
8.0,353,1691.717651
9.0,403,1696.588927
0.0,127,1697.982174
0.0,125,1699.406247
4.0,264,1702.538771
5.0,350,1706.789235
0.0,127,1708.158732
5.0,350,1712.357658
11.0,498,1718.443781
9.0,401,1723.311491
5.0,350,1727.664137
1.0,153,1729.482919
0.0,129,1730.961912
0.0,129,1732.401716
4.0,270,1735.686374
2.0,185,1737.895379
1.0,169,1739.852143
3.0,214,1742.4167
1.0,173,1744.415393
1.0,153,1746.086681
1.0,155,1747.896572
5.0,350,1752.038313
7.0,403,1756.814786
11.0,485,1762.647283
5.0,329,1766.515245
1.0,155,1768.178273
11.0,271,1771.387677
1.0,153,1773.115622
5.0,313,1776.698266
2.0,202,1779.040448
8.0,352,1783.094621
3.0,230,1785.600516
9.0,404,1790.323293
2.0,202,1792.510258
6.0,357,1796.575787
0.0,127,1797.924668
0.0,127,1799.296781
3.0,270,1802.346526
6.0,360,1806.410383
0.0,129,1807.840123
4.0,297,1811.165898
5.0,350,1815.173399
3.0,218,1817.681722
4.0,299,1821.106668
0.0,125,1822.419055
2.0,201,1824.673948
6.0,348,1828.720739
2.0,202,1830.927473
2.0,188,1833.035536
0.0,129,1834.41626
2.0,220,1836.820044
0.0,127,1838.231046
2.0,201,1840.471672
12.0,531,1846.693696
0.0,129,1848.069298
2.0,223,1850.598217
0.0,127,1852.02102
3.0,250,1854.88659
0.0,129,1856.307791
0.0,129,1857.716897
3.0,232,1860.408219
2.0,183,1862.469638
2.0,183,1864.503148
2.0,183,1866.571965
1.0,176,1868.563191
0.0,129,1869.99452
13.0,457,1875.382956
5.0,350,1879.407077
6.0,344,1883.406338
1.0,177,1885.348021
0.0,129,1886.784781
1.0,177,1888.763474
2.0,183,1890.804603
1.0,157,1892.523873
0.0,125,1893.863703
6.0,395,1898.365319
0.0,127,1899.755445
1.0,155,1901.49363
5.0,350,1905.559072
0.0,129,1907.003845
2.0,202,1909.296153
5.0,350,1913.283436
5.0,350,1917.284099
1.0,172,1919.137949
5.0,350,1923.256809
1.0,172,1925.129899
0.0,129,1926.531241
3.0,216,1928.94601
1.0,155,1930.610013
6.0,399,1935.255135
3.0,216,1937.700565
2.0,183,1939.744137
0.0,125,1941.095403
0.0,127,1942.496675
1.0,155,1944.176057
8.0,282,1947.436287
1.0,157,1949.157134
9.0,380,1953.579458
2.0,183,1955.614061
1.0,155,1957.321714
0.0,127,1958.720076
4.0,251,1961.561655
3.0,216,1963.958931
5.0,350,1967.961773
0.0,127,1969.280763
6.0,351,1973.346554
11.0,445,1978.516312
2.0,185,1980.573769
1.0,178,1982.528374
0.0,129,1983.915975
2.0,202,1986.168515
3.0,231,1988.813284
1.0,154,1990.566509
1.0,157,1992.210847
1.0,157,1993.906306
1.0,175,1995.885607
3.0,216,1998.365515
1.0,174,2000.300652
5.0,325,2004.00205
1.0,173,2005.932088
5.0,350,2009.947607
0.0,129,2011.325337
1.0,155,2013.031432
2.0,228,2015.58071
10.0,429,2020.503104
3.0,271,2023.657069
4.0,281,2026.81673
11.0,271,2030.012443
9.0,404,2034.683894
3.0,230,2037.305916
0.0,129,2038.657076
1.0,178,2040.629267
5.0,284,2043.838792
6.0,379,2048.295923
5.0,312,2051.944719
6.0,375,2056.324314
3.0,226,2058.806032
1.0,172,2060.709993
3.0,218,2063.104265
2.0,192,2065.193947
4.0,319,2068.933242
0.0,129,2070.248881
1.0,155,2071.91616
1.0,174,2073.80051
10.0,450,2078.916016
5.0,350,2082.846448
0.0,129,2084.207053
1.0,155,2085.889002
0.0,127,2087.257769
6.0,396,2091.848629
9.0,404,2096.595755
1.0,155,2098.288912
1.0,155,2099.960237
0.0,129,2101.343796
7.0,324,2105.037096
3.0,228,2107.579569
2.0,183,2109.623063
2.0,200,2111.787035
0.0,125,2113.101964
5.0,350,2117.104258
5.0,350,2121.10899
5.0,369,2125.31911
3.0,228,2127.856435
8.0,475,2133.323789
0.0,129,2134.70482
3.0,232,2137.258279
0.0,129,2138.629792
10.0,431,2143.593402
1.0,172,2145.441633
5.0,350,2149.395491
1.0,155,2151.080157
1.0,157,2152.798329
3.0,214,2155.134476
2.0,204,2157.451262
11.0,480,2162.999431
1.0,157,2164.725394
5.0,312,2168.336256
4.0,276,2171.382431
7.0,451,2176.55572
14.0,488,2182.087525
3.0,246,2184.883249
2.0,205,2187.139281
1.0,176,2189.022873
7.0,427,2193.920869
5.0,350,2197.875229
2.0,185,2199.911398
2.0,202,2202.129102
2.0,185,2204.158906
2.0,201,2206.468856
1.0,155,2208.160632
4.0,281,2211.326234
1.0,155,2213.003682
1.0,155,2214.707183
1.0,153,2216.310832
3.0,246,2219.021394
4.0,259,2221.886893
9.0,402,2226.558134
2.0,199,2228.736134
2.0,205,2230.951884
5.0,352,2234.931139
1.0,155,2236.658316
3.0,218,2239.069005
5.0,330,2242.752152
4.0,303,2246.176499
6.0,340,2250.001315
1.0,157,2251.685902
2.0,183,2253.684869
4.0,245,2256.396031
2.0,204,2258.668005
4.0,299,2262.038464
6.0,340,2265.911543
1.0,174,2267.848037
2.0,201,2270.042549
14.0,508,2275.896246
3.0,216,2278.320471
1.0,155,2280.005368
8.0,409,2284.650718
7.0,407,2289.219364
7.0,392,2293.663361
1.0,157,2295.389342
11.0,526,2301.284736
5.0,350,2305.160616
6.0,323,2308.797873
4.0,297,2312.126295
11.0,452,2317.230764
6.0,379,2321.473797
3.0,233,2324.041756
11.0,504,2329.816886
6.0,365,2333.824146
6.0,355,2337.842734
5.0,308,2341.226866
5.0,290,2344.405852
3.0,211,2346.674456
2.0,202,2348.922153
6.0,398,2353.412705
7.0,362,2357.465979
3.0,212,2359.769935
10.0,452,2364.880729
12.0,321,2368.40525
2.0,188,2370.399312
1.0,158,2372.129721
9.0,327,2375.836873
10.0,430,2380.651934
5.0,293,2383.950675
13.0,371,2388.075928
2.0,205,2390.288468
9.0,328,2393.967946
10.0,357,2397.966216
6.0,392,2402.34805
4.0,319,2405.89485
1.0,157,2407.573499
5.0,294,2410.848493
7.0,248,2413.644925
6.0,335,2417.406741
7.0,420,2422.093111
7.0,406,2426.660715
11.0,448,2431.739336
8.0,411,2436.331962
3.0,248,2438.989762
9.0,429,2443.815059
7.0,420,2448.603508
3.0,212,2450.910836
8.0,441,2455.823268
5.0,328,2459.48973
8.0,299,2462.778286
11.0,470,2468.002028
8.0,279,2471.100327
5.0,307,2474.487388
7.0,430,2479.232437
6.0,345,2483.117854
4.0,274,2486.070096
11.0,472,2491.344526
10.0,372,2495.467478
7.0,423,2500.168365
11.0,452,2505.203581
6.0,339,2508.907012
4.0,281,2512.036487
3.0,232,2514.494948
13.0,353,2518.429254
12.0,480,2523.776449
5.0,313,2527.210825
10.0,452,2532.267503
5.0,309,2535.710784
5.0,314,2539.181201
7.0,407,2543.656669
4.0,259,2546.532272
4.0,240,2549.129228
6.0,383,2553.360923
12.0,494,2558.80507
5.0,310,2562.167586
8.0,421,2566.833357
12.0,285,2570.041365
13.0,370,2574.131051
12.0,304,2577.511766
6.0,346,2581.288055
24.0,486,2586.618514
13.0,336,2590.305659
5.0,345,2594.094877
6.0,384,2598.335717
10.0,400,2602.743961
9.0,499,2608.245562
5.0,373,2612.315886
14.0,365,2616.332255
6.0,349,2620.122004
8.0,391,2624.363461
5.0,295,2627.564613
14.0,664,2634.964177
14.0,588,2641.519656
15.0,412,2646.112941
1.0,155,2647.707227
10.0,525,2653.53211
9.0,343,2657.299717
12.0,572,2663.662188
12.0,548,2669.725159
4.0,244,2672.380772
18.0,635,2679.428294
12.0,485,2684.773484
12.0,566,2691.053316
5.0,329,2694.665533
9.0,340,2698.37437
18.0,603,2705.134035
9.0,328,2708.681677
10.0,514,2714.31112
10.0,380,2718.538265
4.0,297,2721.770897
