#{"t_start": 1523298676.7037258, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,328.689776
0.0,129,330.147624
1.0,155,331.955987
0.0,127,333.416408
1.0,155,335.141329
1.0,155,336.986083
0.0,129,338.394849
2.0,201,340.791967
3.0,216,343.331876
1.0,152,345.083012
3.0,232,347.890418
1.0,157,349.706542
1.0,157,351.550404
1.0,155,353.321704
0.0,129,354.766818
0.0,127,356.20994
1.0,173,358.307997
0.0,125,359.719766
2.0,205,362.162465
1.0,153,363.956313
0.0,125,365.402402
0.0,123,366.783284
0.0,125,368.122092
1.0,153,369.938116
0.0,127,371.364187
0.0,129,372.839806
4.0,301,376.384921
0.0,125,377.761656
0.0,127,379.139888
3.0,271,382.307585
4.0,299,385.81972
4.0,280,389.199383
0.0,129,390.644778
2.0,202,392.989823
1.0,175,394.973397
2.0,221,397.56853
5.0,347,401.539691
0.0,127,402.988365
0.0,129,404.451548
0.0,127,405.909122
4.0,299,409.437917
3.0,251,412.343175
2.0,198,414.607483
1.0,173,416.611957
0.0,125,418.030026
1.0,155,419.789663
0.0,129,421.222268
4.0,299,424.801656
2.0,203,427.137103
0.0,125,428.496811
0.0,127,429.921248
4.0,257,432.983298
2.0,200,435.330495
4.0,281,438.761785
0.0,125,440.212152
1.0,157,442.169083
2.0,186,444.41959
1.0,173,446.462176
5.0,350,450.81697
0.0,125,452.267102
1.0,176,454.338752
1.0,155,456.134575
2.0,202,458.489093
5.0,350,462.692075
1.0,155,464.445663
0.0,127,465.895089
3.0,252,468.873243
0.0,129,470.34209
2.0,222,472.933945
1.0,157,474.71321
3.0,248,477.670325
2.0,185,479.80313
0.0,129,481.26527
2.0,200,483.544617
3.0,248,486.458951
2.0,204,488.927013
1.0,173,491.100526
5.0,349,495.492648
1.0,159,497.288656
1.0,171,499.357659
3.0,230,502.219533
6.0,379,506.95205
0.0,127,508.439488
0.0,127,509.905446
1.0,173,511.9563
2.0,189,514.224657
0.0,129,515.721982
2.0,222,518.345261
0.0,123,519.748482
2.0,219,522.430788
3.0,236,525.354266
0.0,129,526.905242
2.0,202,529.3987
2.0,219,532.137557
1.0,159,534.07559
1.0,173,536.129216
0.0,129,537.626986
3.0,253,540.766202
7.0,323,544.816556
1.0,173,546.937524
2.0,204,549.357331
0.0,125,550.778309
3.0,272,553.934748
0.0,129,555.422267
1.0,176,557.509781
1.0,170,559.497494
1.0,172,561.515095
5.0,349,565.697026
0.0,125,567.136536
0.0,129,568.598869
0.0,127,570.085897
2.0,183,572.217798
1.0,155,573.989966
3.0,270,577.280965
4.0,321,581.166638
0.0,127,582.674849
1.0,174,584.736535
1.0,151,586.509313
14.0,499,592.537978
0.0,129,594.03042
0.0,129,595.54304
0.0,127,596.981309
1.0,173,599.038129
2.0,200,601.391367
0.0,129,602.858145
1.0,157,604.653954
0.0,127,606.11884
0.0,127,607.550533
3.0,271,610.913111
0.0,125,612.296324
2.0,202,614.707424
4.0,297,618.343768
0.0,127,619.729961
0.0,127,621.223845
2.0,222,623.918679
0.0,129,625.37928
2.0,203,627.831225
2.0,185,629.983576
3.0,235,632.83517
2.0,224,635.595412
1.0,157,637.438327
0.0,127,638.881154
0.0,125,640.300954
0.0,125,641.748005
2.0,220,644.294651
0.0,129,645.770574
3.0,252,648.856761
1.0,155,650.659853
0.0,129,652.174811
4.0,298,655.670956
4.0,301,659.282852
0.0,125,660.731078
