fps,total_timesteps,nupdates,explained_variance,policy_entropy,value_loss
,80,1,-32.83403778076172,1.385454773902893,0.00018676600302569568
36,8000,100,0.01141899824142456,1.385340929031372,0.012125849723815918
70,16000,200,-2.770240545272827,1.38546884059906,5.870037784916349e-05
102,24000,300,-6.18198823928833,1.3854068517684937,0.00026996948872692883
132,32000,400,-0.11274576187133789,1.385392189025879,0.009118660353124142
161,40000,500,-0.045093655586242676,1.3846088647842407,0.012039851397275925
187,48000,600,-0.4748274087905884,1.3830047845840454,0.002287917537614703
213,56000,700,0.01755458116531372,1.3824023008346558,0.04278429597616196
237,64000,800,-0.13316237926483154,1.385254144668579,0.0064414069056510925
261,72000,900,-0.2279057502746582,1.3809161186218262,0.0022062223870307207
283,80000,1000,0.038365304470062256,1.3797022104263306,0.0008026764844544232
304,88000,1100,-0.011375784873962402,1.3424408435821533,0.032060179859399796
324,96000,1200,0.025963306427001953,1.3801769018173218,0.007002566941082478
344,104000,1300,0.0254707932472229,1.3577243089675903,0.02398897334933281
362,112000,1400,-0.01242971420288086,1.3734793663024902,0.08403824269771576
380,120000,1500,0.041034579277038574,1.3819299936294556,0.0005889566382393241
397,128000,1600,-0.0051805973052978516,1.3834772109985352,0.03016064688563347
414,136000,1700,-0.006561756134033203,1.3840516805648804,0.027240177616477013
429,144000,1800,-0.1398380994796753,1.3811177015304565,0.0039047214668244123
444,152000,1900,0.015618681907653809,1.3739817142486572,0.0016100287903100252
459,160000,2000,-0.03035759925842285,1.3795517683029175,0.015169957652688026
473,168000,2100,0.009509801864624023,1.3824514150619507,0.06891728937625885
487,176000,2200,0.0843854546546936,1.3824446201324463,0.0024137585423886776
500,184000,2300,-0.00342559814453125,1.384582757949829,0.0021203767973929644
512,192000,2400,-0.006014347076416016,1.3860654830932617,0.007220584899187088
524,200000,2500,-0.09317779541015625,1.3849190473556519,0.00015492911916226149
536,208000,2600,0.015644073486328125,1.383291482925415,0.024647962301969528
547,216000,2700,0.02217841148376465,1.3837600946426392,0.0030428918544203043
558,224000,2800,0.020916879177093506,1.3848758935928345,0.008343061432242393
568,232000,2900,0.15873724222183228,1.385711431503296,0.00042811717139557004
578,240000,3000,0.0076446533203125,1.3844717741012573,0.024411892518401146
588,248000,3100,-0.012944579124450684,1.3849163055419922,0.0016569013241678476
598,256000,3200,0.03489178419113159,1.3846858739852905,0.02015664055943489
607,264000,3300,0.04254448413848877,1.3854682445526123,0.02403329126536846
616,272000,3400,0.04759633541107178,1.3852062225341797,0.020989777520298958
625,280000,3500,0.007861495018005371,1.3849844932556152,0.018846482038497925
633,288000,3600,0.17243033647537231,1.3861157894134521,0.0008682628395035863
641,296000,3700,0.04385960102081299,1.3861788511276245,0.002435618080198765
649,304000,3800,0.044068992137908936,1.3841063976287842,0.01411691028624773
657,312000,3900,0.03328073024749756,1.38235342502594,0.0026226204354315996
665,320000,4000,0.16383904218673706,1.38216233253479,0.002173002576455474
672,328000,4100,0.05526477098464966,1.38144850730896,0.03447938710451126
680,336000,4200,0.05332547426223755,1.385317087173462,0.014987233094871044
687,344000,4300,0.07303828001022339,1.3856589794158936,0.008285949006676674
693,352000,4400,-0.19259274005889893,1.3861143589019775,0.0011054991045966744
700,360000,4500,0.07933664321899414,1.3853060007095337,0.006257586181163788
706,368000,4600,0.052793800830841064,1.3840203285217285,0.02369985356926918
713,376000,4700,0.16626077890396118,1.3840053081512451,0.0019239066168665886
719,384000,4800,0.2040119171142578,1.3845821619033813,0.0009326057625003159
725,392000,4900,0.01817464828491211,1.3828322887420654,0.029905054718255997
731,400000,5000,-0.040969252586364746,1.3844672441482544,0.0030111572705209255
736,408000,5100,0.4955347776412964,1.383582353591919,0.0006512826075777411
742,416000,5200,0.08040422201156616,1.3853189945220947,0.0012699627550318837
747,424000,5300,0.5748658776283264,1.384979009628296,0.00029537553200498223
752,432000,5400,0.14831340312957764,1.3844592571258545,0.013596603646874428
758,440000,5500,0.036047935485839844,1.3845924139022827,0.008662855252623558
763,448000,5600,0.09870302677154541,1.3819000720977783,0.010614695027470589
767,456000,5700,0.1199723482131958,1.3827048540115356,0.041631780564785004
772,464000,5800,0.4196288585662842,1.3848177194595337,0.0008015455678105354
777,472000,5900,0.266043484210968,1.3845592737197876,0.0006858471315354109
782,480000,6000,0.4532579779624939,1.3856675624847412,0.00023857317864894867
786,488000,6100,0.701456606388092,1.3857877254486084,0.00027836119988933206
790,496000,6200,0.25260430574417114,1.3852390050888062,0.002374245785176754
795,504000,6300,0.08669662475585938,1.384918212890625,0.026460155844688416
799,512000,6400,0.05801171064376831,1.3857454061508179,0.046379752457141876
804,520000,6500,0.17944413423538208,1.3858586549758911,0.0158483125269413
808,528000,6600,0.40897196531295776,1.3858379125595093,0.0011603108141571283
812,536000,6700,0.29332923889160156,1.3849928379058838,0.006478333380073309
816,544000,6800,0.32805049419403076,1.3857617378234863,0.01125138346105814
819,552000,6900,0.4687175154685974,1.3858226537704468,0.009425386786460876
823,560000,7000,0.3713808059692383,1.3856779336929321,0.021279091015458107
827,568000,7100,0.3657454252243042,1.3841136693954468,0.0035144134890288115
830,576000,7200,0.4642002582550049,1.3812040090560913,0.020306769758462906
834,584000,7300,0.633051186800003,1.3821395635604858,0.0008774495800025761
838,592000,7400,0.20922017097473145,1.3836114406585693,0.0006661109509877861
841,600000,7500,0.18715471029281616,1.3850170373916626,0.0037611094303429127
845,608000,7600,0.5111416578292847,1.3817662000656128,0.008022100664675236
848,616000,7700,0.46943700313568115,1.3834646940231323,0.03136603906750679
851,624000,7800,0.49844610691070557,1.3848990201950073,0.005995480809360743
854,632000,7900,0.4884938597679138,1.3855628967285156,0.01931675896048546
858,640000,8000,0.5799935460090637,1.3849836587905884,0.04189052805304527
861,648000,8100,-0.042131900787353516,1.3835601806640625,0.036752693355083466
864,656000,8200,0.7786498218774796,1.3843120336532593,0.01790904439985752
867,664000,8300,0.6537367701530457,1.3845298290252686,0.008915608748793602
870,672000,8400,0.7828453928232193,1.383376121520996,0.009683199226856232
872,680000,8500,0.5078452229499817,1.3832074403762817,0.022442379966378212
875,688000,8600,0.6645168662071228,1.3756935596466064,0.00876713078469038
878,696000,8700,0.6458656191825867,1.376772165298462,0.02786131575703621
881,704000,8800,-0.5868507623672485,1.3745208978652954,0.01719280704855919
883,712000,8900,0.38072556257247925,1.3758039474487305,0.011803748086094856
886,720000,9000,0.6874082386493683,1.3803256750106812,0.011635071597993374
889,728000,9100,0.7126958072185516,1.3803205490112305,0.041454534977674484
891,736000,9200,0.7836564928293228,1.3789616823196411,0.01082452479749918
894,744000,9300,0.4232226014137268,1.3783318996429443,0.007704989518970251
896,752000,9400,0.8164643049240112,1.3782840967178345,0.01986522600054741
899,760000,9500,0.5810977816581726,1.3803579807281494,0.010546470060944557
901,768000,9600,0.8189101964235306,1.3744642734527588,0.017611322924494743
904,776000,9700,0.927028052508831,1.3746097087860107,0.004901384003460407
906,784000,9800,0.3980368971824646,1.3769135475158691,0.018642699345946312
909,792000,9900,0.7671988755464554,1.3756275177001953,0.02465989626944065
911,800000,10000,0.7419844567775726,1.3763716220855713,0.0301289614289999
913,808000,10100,0.6754551529884338,1.3781955242156982,0.024343613535165787
915,816000,10200,0.9033012315630913,1.3727067708969116,0.006993100978434086
918,824000,10300,0.7218112945556641,1.371185064315796,0.006247813813388348
920,832000,10400,0.8908359259366989,1.3747398853302002,0.010120583698153496
922,840000,10500,0.838535338640213,1.3761399984359741,0.01676320470869541
924,848000,10600,0.923174113035202,1.3782918453216553,0.004213682375848293
926,856000,10700,0.8326846212148666,1.3770482540130615,0.011055594310164452
928,864000,10800,0.8788026720285416,1.3748960494995117,0.010887371376156807
930,872000,10900,0.8245712965726852,1.373113989830017,0.018288323655724525
932,880000,11000,0.9293639287352562,1.369023084640503,0.009360549040138721
934,888000,11100,0.9362818822264671,1.3687018156051636,0.004855335224419832
936,896000,11200,0.9328493922948837,1.3678629398345947,0.00481842178851366
938,904000,11300,0.928253524005413,1.367070198059082,0.010159056633710861
940,912000,11400,0.9700346477329731,1.3657172918319702,0.0034972496796399355
942,920000,11500,0.9172569438815117,1.3544800281524658,0.009629697538912296
944,928000,11600,0.9333291798830032,1.3583943843841553,0.009654230438172817
946,936000,11700,0.9431282915174961,1.3569120168685913,0.0056579625234007835
948,944000,11800,0.9625036306679249,1.3633111715316772,0.0035057016648352146
949,952000,11900,0.9403023794293404,1.356563925743103,0.007289075758308172
951,960000,12000,0.9476132541894913,1.3530046939849854,0.00993076991289854
953,968000,12100,0.9103155210614204,1.3598839044570923,0.004541557747870684
955,976000,12200,0.8933768197894096,1.3593765497207642,0.015575813129544258
956,984000,12300,0.9079669490456581,1.3594717979431152,0.015327992849051952
958,992000,12400,0.9470289312303066,1.3638031482696533,0.007277422584593296
960,1000000,12500,0.8678065240383148,1.3655680418014526,0.005656401626765728
962,1008000,12600,0.8966954424977303,1.3594439029693604,0.014584449119865894
963,1016000,12700,0.8940907046198845,1.351027011871338,0.011048099026083946
965,1024000,12800,0.9698942005634308,1.3485074043273926,0.004173545632511377
967,1032000,12900,0.9850180931389332,1.3428857326507568,0.002261982299387455
968,1040000,13000,0.9849487040191889,1.3475099802017212,0.002705313265323639
970,1048000,13100,0.9259091466665268,1.3510996103286743,0.008083571679890156
971,1056000,13200,0.947201807051897,1.3458287715911865,0.005596960429102182
972,1064000,13300,0.9114542305469513,1.3505945205688477,0.004622418433427811
974,1072000,13400,0.956114862114191,1.3526451587677002,0.004408218897879124
975,1080000,13500,0.892411358654499,1.3518645763397217,0.01004568301141262
977,1088000,13600,0.9104318171739578,1.3536784648895264,0.01533532701432705
978,1096000,13700,0.9615309238433838,1.3524084091186523,0.005785249639302492
980,1104000,13800,0.9582694992423058,1.3418757915496826,0.008189583197236061
981,1112000,13900,0.9727453459054232,1.3343982696533203,0.006557526532560587
983,1120000,14000,0.9307476058602333,1.344419240951538,0.012056687846779823
984,1128000,14100,0.9468903355300426,1.3567193746566772,0.004858682863414288
985,1136000,14200,0.9565124660730362,1.353468656539917,0.003890071762725711
987,1144000,14300,0.9805831033736467,1.3445154428482056,0.0041612302884459496
988,1152000,14400,0.9538338333368301,1.3519363403320312,0.00820353627204895
989,1160000,14500,0.9735669326037169,1.3592169284820557,0.0029146354645490646
991,1168000,14600,0.9694583546370268,1.3575206995010376,0.0028962339274585247
992,1176000,14700,0.9026737287640572,1.3532413244247437,0.011530355550348759
993,1184000,14800,0.9756911899894476,1.3487204313278198,0.004089765250682831
994,1192000,14900,0.9359641447663307,1.3465681076049805,0.007821803912520409
996,1200000,15000,0.9837583489716053,1.3546966314315796,0.0015247168485075235
997,1208000,15100,0.9829197209328413,1.3526667356491089,0.001136496546678245
998,1216000,15200,0.968028262257576,1.3424514532089233,0.003985924646258354
999,1224000,15300,0.9400233551859856,1.3494354486465454,0.006620341446250677
1001,1232000,15400,0.9754170551896095,1.3491859436035156,0.003551410511136055
1002,1240000,15500,0.9675560556352139,1.3585021495819092,0.003428713884204626
1003,1248000,15600,0.9746535066515207,1.3551537990570068,0.0038834072183817625
1004,1256000,15700,0.9556276686489582,1.362134337425232,0.00478269113227725
1005,1264000,15800,0.843691274523735,1.3635191917419434,0.013921869918704033
1006,1272000,15900,0.8771360516548157,1.3555386066436768,0.011570180766284466
1007,1280000,16000,0.9715931192040443,1.3615742921829224,0.0015027030603960156
1008,1288000,16100,0.9845466827973723,1.3607795238494873,0.0014434483600780368
1010,1296000,16200,0.9776549153029919,1.3599190711975098,0.0016466809902340174
1011,1304000,16300,0.9864970128983259,1.3544095754623413,0.001751055009663105
1012,1312000,16400,0.921101450920105,1.356974720954895,0.01017797738313675
1013,1320000,16500,0.9902073312550783,1.3631865978240967,0.0007447869284078479
1014,1328000,16600,0.8084352612495422,1.3570938110351562,0.02272563800215721
1015,1336000,16700,0.9745699539780617,1.363207459449768,0.002598172752186656
1016,1344000,16800,0.9829857219010592,1.3575066328048706,0.002390563488006592
1017,1352000,16900,0.9862578213214874,1.3684176206588745,0.0014647860080003738
1018,1360000,17000,0.9877264415845275,1.3644649982452393,0.0015154668362811208
1018,1368000,17100,0.9792316276580095,1.359245777130127,0.002835155464708805
1019,1376000,17200,0.977536465972662,1.3560510873794556,0.0025539773050695658
1020,1384000,17300,0.9819165635854006,1.3636977672576904,0.0015862673753872514
1021,1392000,17400,0.9847434936091304,1.3589674234390259,0.0016966599505394697
1022,1400000,17500,0.9276899620890617,1.3565751314163208,0.009669591672718525
1023,1408000,17600,0.9813710898160934,1.3497188091278076,0.00322418799623847
1024,1416000,17700,0.9352291971445084,1.3574604988098145,0.010989725589752197
1025,1424000,17800,0.967386107891798,1.3450580835342407,0.005412072874605656
1026,1432000,17900,0.9760890696197748,1.345658302307129,0.007085769437253475
1027,1440000,18000,0.9547100588679314,1.3430218696594238,0.007365047000348568
1028,1448000,18100,0.9608650133013725,1.3561575412750244,0.00234592636115849
1028,1456000,18200,0.9584295488893986,1.3587825298309326,0.0029178443364799023
1029,1464000,18300,0.9749655351042747,1.362632393836975,0.0016637534135952592
1030,1472000,18400,0.9741124231368303,1.3502575159072876,0.0030359220691025257
1031,1480000,18500,0.957755446434021,1.3525347709655762,0.0070597827434539795
1032,1488000,18600,0.942792434245348,1.360487699508667,0.0058930786326527596
1033,1496000,18700,0.990122121758759,1.3649647235870361,0.0013522254303097725
1034,1504000,18800,0.9638271778821945,1.3650490045547485,0.0025762387085705996
1034,1512000,18900,0.9738462641835213,1.36056387424469,0.0019731903448700905
1035,1520000,19000,0.97148990444839,1.3518636226654053,0.0032599070109426975
1036,1528000,19100,0.9272198975086212,1.3474235534667969,0.014632472768425941
1037,1536000,19200,0.7816862165927887,1.3529537916183472,0.03129951283335686
1038,1544000,19300,0.9279626309871674,1.363161325454712,0.005033440422266722
1038,1552000,19400,0.9365676864981651,1.36188542842865,0.00677943741902709
1039,1560000,19500,0.9840517025440931,1.3549736738204956,0.0021859356202185154
1040,1568000,19600,0.9393915012478828,1.3559564352035522,0.00882946141064167
1041,1576000,19700,0.9529012590646744,1.3663042783737183,0.002529334742575884
1042,1584000,19800,0.9908170932903886,1.359002947807312,0.0007764050969853997
1042,1592000,19900,0.9699643552303314,1.366005778312683,0.0023119752295315266
1043,1600000,20000,0.9662756398320198,1.367595911026001,0.004334629978984594
1044,1608000,20100,0.7954066246747971,1.3728694915771484,0.021063433960080147
1045,1616000,20200,0.9639223664999008,1.3733155727386475,0.0033233813010156155
1045,1624000,20300,0.9919416541233659,1.3688268661499023,0.0011860483791679144
1046,1632000,20400,0.9283330962061882,1.3735692501068115,0.008245984092354774
1047,1640000,20500,0.9648881703615189,1.367854118347168,0.004577822983264923
1048,1648000,20600,0.9916884824633598,1.3657878637313843,0.0013332873350009322
1048,1656000,20700,0.9546402804553509,1.3675577640533447,0.00323174218647182
1049,1664000,20800,0.9768468905240297,1.3486839532852173,0.0037744909059256315
1050,1672000,20900,0.984207047149539,1.3648661375045776,0.00162477046251297
1050,1680000,21000,0.9640917181968689,1.3719075918197632,0.0033691306598484516
1051,1688000,21100,0.9672581553459167,1.3740053176879883,0.0030238318722695112
1051,1696000,21200,0.7747172564268112,1.3650012016296387,0.0307783130556345
1052,1704000,21300,0.9271749779582024,1.3578550815582275,0.011109502986073494
1053,1712000,21400,0.9784327317029238,1.37368643283844,0.0026072163600474596
1054,1720000,21500,0.9544722065329552,1.3813250064849854,0.0022122026421129704
1054,1728000,21600,0.8961634263396263,1.356119155883789,0.013529638759791851
1055,1736000,21700,0.9593792036175728,1.363999843597412,0.003464414970949292
1055,1744000,21800,0.8568608164787292,1.3759764432907104,0.014585578814148903
1056,1752000,21900,0.8460967838764191,1.3413324356079102,0.025687772780656815
1057,1760000,22000,0.9709400366991758,1.3701807260513306,0.0028977312613278627
1057,1768000,22100,0.9371993243694305,1.3709421157836914,0.006204140838235617
1058,1776000,22200,0.8881071209907532,1.3708438873291016,0.013041747733950615
1059,1784000,22300,0.9101379364728928,1.3622448444366455,0.012933452613651752
1059,1792000,22400,0.9953066767193377,1.369612455368042,0.0005415096529759467
1060,1800000,22500,0.8970414027571678,1.3597862720489502,0.015309266746044159
1061,1808000,22600,0.8181535005569458,1.3603038787841797,0.025968143716454506
1061,1816000,22700,0.9852106953039765,1.3705087900161743,0.0012641754001379013
1062,1824000,22800,0.9736792370676994,1.3696353435516357,0.0028190258890390396
1063,1832000,22900,0.8870543017983437,1.363109827041626,0.014582346193492413
1063,1840000,23000,0.9760442767292261,1.3718082904815674,0.0022550199646502733
1064,1848000,23100,0.90286635607481,1.3548977375030518,0.014576256275177002
1064,1856000,23200,0.9793637841939926,1.3672764301300049,0.0024534824769943953
1065,1864000,23300,0.9893434327095747,1.3709291219711304,0.0010066826362162828
1065,1872000,23400,0.9515776224434376,1.3707767724990845,0.003531578928232193
1066,1880000,23500,0.9142924472689629,1.3527135848999023,0.010400454513728619
1067,1888000,23600,0.9828197471797466,1.3660666942596436,0.00226210686378181
1067,1896000,23700,0.92384422570467,1.3668649196624756,0.008996434509754181
1068,1904000,23800,0.9369254559278488,1.368444800376892,0.00653852429240942
1068,1912000,23900,0.9152238219976425,1.373741865158081,0.005751719698309898
1069,1920000,24000,0.9000987410545349,1.3733482360839844,0.005817407742142677
1069,1928000,24100,0.7534177899360657,1.3721287250518799,0.024020180106163025
1070,1936000,24200,0.9344144985079765,1.3669168949127197,0.009888743050396442
1070,1944000,24300,0.9176483303308487,1.3616164922714233,0.008167874068021774
1071,1952000,24400,0.8117236346006393,1.366448163986206,0.008146471343934536
1071,1960000,24500,0.7019082307815552,1.3592529296875,0.026994813233613968
1072,1968000,24600,0.8914457634091377,1.368532419204712,0.01355011761188507
1072,1976000,24700,0.8989991769194603,1.358618974685669,0.007952188141644001
1073,1984000,24800,0.877834863960743,1.3307898044586182,0.01626686193048954
1073,1992000,24900,0.8901862725615501,1.3629374504089355,0.014049090445041656
1074,2000000,25000,0.9593547023832798,1.373227834701538,0.004011877346783876
1074,2008000,25100,0.9704620111733675,1.3522589206695557,0.002723881509155035
1075,2016000,25200,0.8909549117088318,1.3564544916152954,0.008411350660026073
1075,2024000,25300,0.9409925453364849,1.3232192993164062,0.006464318372309208
1076,2032000,25400,0.8593505322933197,1.3464081287384033,0.013124937191605568
1076,2040000,25500,0.8500531166791916,1.367940902709961,0.01617932878434658
1076,2048000,25600,0.9170187562704086,1.351396083831787,0.006795722059905529
1077,2056000,25700,0.983252065256238,1.3384729623794556,0.0015594022115692496
1077,2064000,25800,0.7019655108451843,1.3288977146148682,0.032259710133075714
1078,2072000,25900,0.7879618257284164,1.3680340051651,0.016788965091109276
1078,2080000,26000,0.9885691218078136,1.3546018600463867,0.001973020378500223
1079,2088000,26100,0.9005098417401314,1.3513422012329102,0.009580454789102077
1079,2096000,26200,0.8604755252599716,1.3585584163665771,0.006289546377956867
1080,2104000,26300,0.9820003267377615,1.348397135734558,0.0030451552011072636
1080,2112000,26400,0.8779043853282928,1.3741908073425293,0.012626764364540577
1080,2120000,26500,0.9128244668245316,1.3452003002166748,0.009778859093785286
1081,2128000,26600,0.9318216666579247,1.349124550819397,0.0020807392429560423
1081,2136000,26700,0.9417944699525833,1.3322241306304932,0.005924804601818323
1082,2144000,26800,0.8629970699548721,1.3474684953689575,0.015866072848439217
1082,2152000,26900,0.9646636843681335,1.3411606550216675,0.005666887387633324
1082,2160000,27000,0.9026401862502098,1.356294870376587,0.010164675302803516
1083,2168000,27100,0.811289519071579,1.3399503231048584,0.015257371589541435
1083,2176000,27200,0.9526394829154015,1.3220306634902954,0.002849976997822523
1084,2184000,27300,0.9673321768641472,1.350392460823059,0.0071741691790521145
1084,2192000,27400,0.9342091977596283,1.322615385055542,0.0075386567041277885
1085,2200000,27500,0.9764144811779261,1.3311777114868164,0.003989093936979771
1085,2208000,27600,0.9511234574019909,1.3583652973175049,0.003951497841626406
1085,2216000,27700,0.9780766423791647,1.3463222980499268,0.0014624746982008219
1086,2224000,27800,0.7811232060194016,1.3394304513931274,0.013007743284106255
1086,2232000,27900,0.9229231178760529,1.3475584983825684,0.007107680197805166
1087,2240000,28000,0.9037429317831993,1.330833077430725,0.0038138343952596188
1087,2248000,28100,0.9747387692332268,1.3019126653671265,0.002395709278061986
1087,2256000,28200,0.9333493337035179,1.352961540222168,0.007675787899643183
1088,2264000,28300,0.9456799887120724,1.3273831605911255,0.004225702024996281
1088,2272000,28400,0.8823881894350052,1.320050835609436,0.007923178374767303
1089,2280000,28500,0.9042918980121613,1.32350754737854,0.01257876306772232
1089,2288000,28600,0.8561835289001465,1.3041129112243652,0.015326527878642082
1089,2296000,28700,0.9757417049258947,1.3037045001983643,0.003080371068790555
1090,2304000,28800,0.8481396734714508,1.3361485004425049,0.016720186918973923
1090,2312000,28900,0.8811821863055229,1.3495347499847412,0.016926173120737076
1091,2320000,29000,0.8816631063818932,1.3397260904312134,0.01509750448167324
1091,2328000,29100,0.858282595872879,1.3478467464447021,0.011731141246855259
1092,2336000,29200,0.8742811232805252,1.347276210784912,0.007987627759575844
1092,2344000,29300,0.8929661512374878,1.3251187801361084,0.010792780667543411
1092,2352000,29400,0.9743235148489475,1.3285218477249146,0.0023609453346580267
1093,2360000,29500,0.9117563515901566,1.3122196197509766,0.009557174518704414
1093,2368000,29600,0.9511087834835052,1.3296608924865723,0.004583017900586128
1094,2376000,29700,0.9191983938217163,1.3208144903182983,0.010648870840668678
1094,2384000,29800,0.7203892171382904,1.3198609352111816,0.045785851776599884
1094,2392000,29900,0.9107586219906807,1.3285417556762695,0.009678343310952187
1095,2400000,30000,0.8160762637853622,1.3090956211090088,0.01254503708332777
1095,2408000,30100,0.6389029324054718,1.3165862560272217,0.02698880434036255
1096,2416000,30200,0.9738203510642052,1.3060463666915894,0.003763945773243904
1096,2424000,30300,0.9682662636041641,1.3181986808776855,0.004058509133756161
1096,2432000,30400,0.8941773846745491,1.260059118270874,0.01431002002209425
1097,2440000,30500,0.9305767863988876,1.2911227941513062,0.010155239142477512
1097,2448000,30600,0.8772261291742325,1.315502643585205,0.017675265669822693
1098,2456000,30700,0.9185031428933144,1.3181145191192627,0.01044031884521246
1098,2464000,30800,0.9453787431120872,1.3026262521743774,0.0051385327242314816
1098,2472000,30900,0.681004136800766,1.3158206939697266,0.024643290787935257
1099,2480000,31000,0.9467982687056065,1.3063507080078125,0.006469538901001215
1099,2488000,31100,0.9536496140062809,1.2688119411468506,0.0061996495351195335
1099,2496000,31200,0.9189459607005119,1.310553789138794,0.010695913806557655
1100,2504000,31300,0.9273177459836006,1.2976467609405518,0.0076063284650444984
1100,2512000,31400,0.9505139738321304,1.2700424194335938,0.004444654565304518
1100,2520000,31500,0.9369450360536575,1.3370122909545898,0.004938748199492693
1101,2528000,31600,0.7275457680225372,1.3150769472122192,0.029573539271950722
1101,2536000,31700,0.9611058682203293,1.3306348323822021,0.0041629960760474205
1102,2544000,31800,0.9069643393158913,1.3364053964614868,0.0085283312946558
1102,2552000,31900,0.9544979482889175,1.322647213935852,0.00556544866412878
1102,2560000,32000,0.9599483236670494,1.3281456232070923,0.005178057588636875
1103,2568000,32100,0.8914406895637512,1.336127758026123,0.011732308194041252
1103,2576000,32200,0.874406024813652,1.3416680097579956,0.01266472041606903
1103,2584000,32300,0.8940078765153885,1.329451322555542,0.00995761901140213
