nupdates,total_timesteps,explained_variance,value_loss,fps,policy_entropy
30500,2440000,0.9353956878185272,0.00509498780593276,1170,1.297078251838684
30600,2448000,0.8293133825063705,0.013914738781750202,1170,1.3028727769851685
30700,2456000,0.7412809431552887,0.01903097704052925,1171,1.2879453897476196
30800,2464000,0.8852019086480141,0.01056117843836546,1171,1.27354896068573
30900,2472000,0.6968424320220947,0.03300682455301285,1172,1.200667142868042
31000,2480000,0.7710041701793671,0.017536675557494164,1172,1.2438814640045166
31100,2488000,0.9680607542395592,0.0031701247207820415,1173,1.2206857204437256
31200,2496000,0.9329824969172478,0.013311048038303852,1173,1.2842895984649658
31300,2504000,0.8581527173519135,0.01444158423691988,1174,1.259221076965332
31400,2512000,0.8478237092494965,0.021824324503540993,1175,1.243187665939331
31500,2520000,0.6576474606990814,0.02420060709118843,1175,1.2098270654678345
31600,2528000,0.9035606160759926,0.01794043742120266,1176,1.1679579019546509
31700,2536000,0.7241991758346558,0.030731063336133957,1176,1.2506000995635986
31800,2544000,0.8052766621112823,0.015883976593613625,1177,1.210142731666565
31900,2552000,0.9091413617134094,0.010029936209321022,1177,1.225999116897583
32000,2560000,0.8951549828052521,0.013210286386311054,1178,1.169722318649292
32100,2568000,0.8555603623390198,0.016527626663446426,1179,1.236538290977478
32200,2576000,0.8612417131662369,0.01498916931450367,1179,1.2296475172042847
32300,2584000,0.911908283829689,0.010194797068834305,1180,1.17429780960083
32400,2592000,0.8400571644306183,0.02636137045919895,1180,1.1820118427276611
32500,2600000,0.9577538706362247,0.005382915027439594,1181,1.2518151998519897
32600,2608000,0.950581219047308,0.0054250131361186504,1181,1.2535350322723389
32700,2616000,0.8582129627466202,0.017722507938742638,1182,1.281398057937622
32800,2624000,0.8953522592782974,0.007925211451947689,1182,1.2735059261322021
32900,2632000,0.9055136814713478,0.008034491911530495,1183,1.2050554752349854
33000,2640000,0.8905331715941429,0.011330654844641685,1183,1.1968488693237305
33100,2648000,0.9068364351987839,0.008018705062568188,1184,1.209067940711975
33200,2656000,0.923312321305275,0.008617463521659374,1184,1.2527039051055908
33300,2664000,0.9529200308024883,0.005419082008302212,1185,1.2843329906463623
33400,2672000,0.8974737152457237,0.010358069092035294,1186,1.2325665950775146
33500,2680000,0.8690751641988754,0.018654650077223778,1186,1.240412950515747
33600,2688000,0.7983240783214569,0.013201531954109669,1187,1.2674942016601562
33700,2696000,0.49614113569259644,0.03473498672246933,1187,1.2083849906921387
33800,2704000,0.8646332770586014,0.015332783572375774,1188,1.2578309774398804
33900,2712000,0.914651945233345,0.012680327519774437,1188,1.233999252319336
34000,2720000,0.7641916126012802,0.020669689401984215,1189,1.2873252630233765
34100,2728000,0.8922637701034546,0.010568274185061455,1189,1.188919186592102
34200,2736000,0.6633390784263611,0.025150051340460777,1190,1.2930753231048584
34300,2744000,0.5975633263587952,0.023949503898620605,1190,1.2184072732925415
34400,2752000,0.8914958611130714,0.009568028151988983,1191,1.1580244302749634
34500,2760000,0.9426850788295269,0.009166229516267776,1191,1.2545552253723145
34600,2768000,0.9288073554635048,0.005210013594478369,1192,1.190862774848938
34700,2776000,0.9191061109304428,0.009576180949807167,1192,1.19667649269104
34800,2784000,0.8314647078514099,0.024063769727945328,1193,1.254793643951416
34900,2792000,0.68992879986763,0.03308318182826042,1193,1.2207553386688232
35000,2800000,0.8538418859243393,0.015233436599373817,1194,1.1917827129364014
35100,2808000,0.8973539024591446,0.013406294398009777,1194,1.1929688453674316
35200,2816000,0.7714203149080276,0.03248024731874466,1195,1.1875680685043335
35300,2824000,0.6259088814258575,0.055754341185092926,1195,1.255772352218628
35400,2832000,0.8687134385108948,0.018257539719343185,1196,1.1437833309173584
35500,2840000,0.8210692405700684,0.010909849777817726,1196,1.2465347051620483
35600,2848000,0.9052027016878128,0.017226193100214005,1197,1.1747525930404663
35700,2856000,0.898425430059433,0.014300924725830555,1197,1.208282709121704
35800,2864000,0.8849748224020004,0.013845997862517834,1198,1.1395714282989502
35900,2872000,0.7704159617424011,0.02667083777487278,1198,1.2309372425079346
36000,2880000,0.7737290263175964,0.008037025108933449,1199,1.1183335781097412
36100,2888000,0.8902281671762466,0.011663716286420822,1199,1.2022877931594849
36200,2896000,0.910693570971489,0.013630906119942665,1200,1.189436674118042
36300,2904000,0.7968377470970154,0.022611837834119797,1200,1.1507552862167358
36400,2912000,0.863749697804451,0.013868416659533978,1200,1.1305577754974365
36500,2920000,0.4844076633453369,0.03743847459554672,1201,1.2072875499725342
36600,2928000,0.8286415487527847,0.03905707597732544,1201,1.1874196529388428
36700,2936000,0.738414466381073,0.008219385519623756,1202,1.199317216873169
36800,2944000,0.9527815729379654,0.0072660730220377445,1202,1.0997116565704346
36900,2952000,0.8940014541149139,0.012684795074164867,1203,1.1324529647827148
37000,2960000,0.8680953085422516,0.012661444954574108,1203,1.1190285682678223
37100,2968000,0.7738651931285858,0.022714098915457726,1204,1.0104033946990967
37200,2976000,0.8381095677614212,0.015706682577729225,1204,1.130428671836853
37300,2984000,0.7701241821050644,0.03175834193825722,1205,1.1649749279022217
37400,2992000,0.8883389309048653,0.007945841178297997,1205,1.1052439212799072
37500,3000000,0.8506744205951691,0.013602545484900475,1206,1.101677656173706
37600,3008000,0.9217846915125847,0.01375158317387104,1206,1.1241710186004639
37700,3016000,0.9190354570746422,0.008455481380224228,1207,1.1957000494003296
37800,3024000,0.7779608815908432,0.042033545672893524,1207,1.1204555034637451
37900,3032000,0.6408363282680511,0.02386736497282982,1208,1.1203958988189697
38000,3040000,0.7763584405183792,0.02926390804350376,1208,1.1480830907821655
38100,3048000,0.8476487994194031,0.020487826317548752,1209,1.2129040956497192
