#{"t_start": 1514947592.798194, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,201,323.620287
1.0,155,325.507815
6.0,359,330.143493
3.0,232,333.009461
2.0,204,335.615816
4.0,268,338.962123
3.0,232,341.846859
0.0,129,343.405869
2.0,202,345.951009
1.0,157,347.827295
2.0,182,350.056828
1.0,178,352.273374
1.0,175,354.367429
4.0,282,357.951851
0.0,127,359.497088
0.0,129,361.054564
0.0,127,362.517739
2.0,200,364.973049
0.0,129,366.50832
5.0,352,370.895376
0.0,127,372.413062
1.0,157,374.296305
1.0,155,376.170788
1.0,153,378.03385
1.0,171,380.165262
0.0,129,381.684751
3.0,249,384.859491
0.0,129,386.408197
0.0,129,387.905796
3.0,248,391.015788
5.0,350,395.270785
0.0,127,396.759149
10.0,450,402.408769
0.0,129,403.95964
1.0,155,405.818095
4.0,299,409.611283
0.0,127,411.06628
0.0,125,412.516809
4.0,280,416.050949
1.0,173,418.15337
0.0,127,419.619762
3.0,270,422.980663
2.0,200,425.380367
0.0,127,426.823337
1.0,155,428.632804
0.0,129,430.150278
0.0,129,431.591321
2.0,202,434.045193
10.0,430,439.525407
0.0,127,441.005496
1.0,157,442.861376
0.0,127,444.347873
1.0,171,446.485067
0.0,127,448.033118
0.0,127,449.495081
1.0,155,451.39467
0.0,125,452.87532
1.0,155,454.672872
0.0,129,456.231102
2.0,200,458.724749
4.0,301,462.384629
1.0,172,464.466002
2.0,202,466.921454
1.0,155,468.742229
0.0,127,470.223118
0.0,129,471.768524
0.0,127,473.289645
2.0,203,475.718466
2.0,219,478.416862
7.0,322,482.493673
0.0,129,484.063005
1.0,172,486.179448
3.0,272,489.613902
0.0,129,491.147436
4.0,321,495.194295
0.0,129,496.724385
1.0,176,498.884205
4.0,298,502.688218
0.0,127,504.172887
5.0,347,508.567939
1.0,178,510.751639
2.0,200,513.210676
0.0,129,514.710009
1.0,173,516.768867
1.0,177,518.948487
3.0,248,522.007414
0.0,129,523.509364
0.0,129,524.992564
2.0,221,527.669265
0.0,129,529.194265
5.0,352,533.591145
5.0,340,537.840259
1.0,171,539.891127
0.0,129,541.413183
0.0,129,542.941609
0.0,127,544.450031
2.0,220,547.202879
0.0,127,548.680797
3.0,254,551.835957
0.0,125,553.306552
2.0,185,555.607036
1.0,157,557.465875
1.0,155,559.372011
1.0,155,561.239635
4.0,297,565.088711
1.0,174,567.199381
0.0,129,568.751351
2.0,204,571.32411
0.0,129,572.872566
1.0,177,575.075006
1.0,157,576.960812
4.0,300,580.660337
0.0,127,582.096633
2.0,202,584.626248
2.0,202,587.054789
6.0,397,591.917374
0.0,125,593.339959
5.0,350,597.643289
1.0,157,599.49994
3.0,248,602.629954
5.0,348,607.090022
5.0,351,611.567676
0.0,123,612.98927
1.0,172,615.124829
0.0,127,616.649611
2.0,198,619.10477
2.0,200,621.582312
10.0,451,627.267279
4.0,297,631.03003
1.0,153,632.87591
1.0,176,635.048028
0.0,129,636.557691
1.0,157,638.464694
2.0,199,640.972367
3.0,234,643.89986
2.0,198,646.399358
0.0,127,647.858448
3.0,232,650.746448
0.0,127,652.275323
2.0,217,654.917729
2.0,222,657.541743
1.0,155,659.367284
2.0,185,661.629908
0.0,127,663.119299
0.0,127,664.611951
3.0,248,667.704541
2.0,222,670.455508
0.0,127,671.868577
4.0,301,675.634404
0.0,125,677.11905
0.0,127,678.623396
1.0,175,680.750536
0.0,127,682.246487
0.0,129,683.764096
0.0,123,685.205944
0.0,129,686.697479
7.0,447,692.297153
2.0,200,694.710864
1.0,174,696.804017
1.0,173,698.895598
4.0,321,702.88641
1.0,175,705.03199
5.0,345,709.429522
3.0,270,712.762166
2.0,222,715.573886
0.0,129,717.064609
1.0,173,719.189937
2.0,202,721.604627
0.0,129,723.119679
1.0,175,725.24221
0.0,127,726.699228
2.0,183,728.952051
0.0,125,730.376217
3.0,266,733.73764
1.0,172,735.835982
2.0,202,738.327802
1.0,175,740.510122
3.0,267,743.80291
0.0,127,745.291785
0.0,125,746.755985
0.0,127,748.193687
4.0,280,751.706929
0.0,125,753.174289
1.0,172,755.260736
0.0,127,756.719576
0.0,129,758.239262
