#{"t_start": 1514947592.8645153, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,234,324.010754
1.0,174,326.167875
3.0,216,328.812373
0.0,127,330.374781
7.0,380,335.244607
1.0,178,337.385841
0.0,129,338.972414
2.0,187,341.23751
1.0,154,343.126947
2.0,203,345.682801
0.0,129,347.222324
0.0,125,348.692622
0.0,129,350.216977
0.0,127,351.708044
2.0,224,354.501562
1.0,173,356.618163
1.0,175,358.780385
0.0,125,360.298288
1.0,157,362.195292
3.0,248,365.296518
12.0,411,370.458081
1.0,157,372.372371
2.0,223,375.119528
3.0,272,378.570243
4.0,279,382.183937
0.0,127,383.695158
0.0,127,385.195511
0.0,129,386.726999
0.0,129,388.262348
0.0,129,389.768939
0.0,129,391.292758
0.0,129,392.758586
11.0,464,398.513074
2.0,188,400.756337
4.0,321,404.831881
0.0,127,406.327336
0.0,123,407.751142
1.0,170,409.868079
1.0,154,411.660519
3.0,250,414.773016
1.0,178,416.946774
3.0,250,420.037716
1.0,155,421.846021
1.0,153,423.679191
3.0,228,426.425618
0.0,127,427.913955
1.0,155,429.722346
2.0,202,432.111907
2.0,203,434.658231
0.0,125,436.108104
0.0,127,437.569251
1.0,173,439.665189
1.0,157,441.52444
1.0,175,443.625718
0.0,125,445.100645
1.0,157,447.04695
2.0,225,449.854391
0.0,127,451.392878
0.0,127,452.900831
0.0,129,454.358134
2.0,224,457.114436
3.0,270,460.502416
1.0,175,462.601998
2.0,202,465.041102
0.0,129,466.542697
0.0,129,468.009266
2.0,202,470.520405
0.0,127,472.005962
0.0,127,473.532457
1.0,171,475.53995
1.0,174,477.638653
2.0,222,480.387992
2.0,206,482.944882
0.0,125,484.441442
3.0,230,487.314325
0.0,127,488.815045
0.0,129,490.359153
1.0,173,492.481771
2.0,207,495.017457
1.0,155,496.894123
1.0,176,499.109986
0.0,127,500.538247
0.0,129,502.082032
1.0,175,504.253634
0.0,125,505.712478
1.0,157,507.611956
0.0,123,509.056209
6.0,379,513.85475
3.0,228,516.631857
0.0,127,518.12738
1.0,173,520.221208
3.0,272,523.619931
0.0,129,525.112833
4.0,298,528.806729
2.0,200,531.18979
5.0,327,535.277666
2.0,183,537.46981
0.0,127,538.95548
0.0,129,540.469315
3.0,270,543.920716
0.0,127,545.394051
0.0,125,546.876578
0.0,127,548.348391
0.0,129,549.841775
4.0,264,553.166098
1.0,177,555.344668
2.0,224,558.174509
2.0,185,560.415041
0.0,129,561.980723
1.0,155,563.863216
3.0,252,567.029241
0.0,127,568.570118
1.0,173,570.724796
0.0,129,572.293479
2.0,206,574.855857
0.0,129,576.396259
0.0,127,577.851595
0.0,127,579.32875
0.0,129,580.820644
2.0,200,583.248842
