#{"t_start": 1514947592.854746, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,322.63675
0.0,127,324.147653
0.0,129,325.663218
0.0,129,327.243905
4.0,266,330.592926
11.0,482,336.783233
0.0,125,338.274378
1.0,152,340.113534
1.0,173,342.211017
1.0,177,344.420039
0.0,127,345.982809
2.0,181,348.150827
1.0,154,350.029685
1.0,173,352.167401
1.0,171,354.194437
0.0,127,355.735102
0.0,125,357.2159
2.0,220,360.008117
1.0,153,361.868478
0.0,129,363.36932
0.0,127,364.85016
0.0,125,366.335441
3.0,272,369.627271
2.0,204,372.181341
1.0,171,374.272166
3.0,248,377.406099
2.0,224,380.248065
2.0,200,382.775074
1.0,173,384.875135
2.0,202,387.371441
5.0,350,391.800804
2.0,198,394.102047
1.0,157,395.953709
3.0,246,398.958731
2.0,202,401.376358
0.0,129,402.922477
3.0,228,405.733554
0.0,129,407.284914
1.0,155,409.110561
0.0,123,410.598566
2.0,204,413.049828
0.0,129,414.559093
5.0,331,418.735522
0.0,129,420.264004
0.0,127,421.711767
0.0,127,423.224696
2.0,198,425.602849
0.0,127,427.06101
1.0,155,428.868191
4.0,300,432.539422
0.0,127,434.037128
0.0,129,435.58496
0.0,127,437.049637
0.0,125,438.518818
0.0,127,439.996191
0.0,129,441.475126
1.0,173,443.550673
2.0,222,446.329752
0.0,129,447.913867
1.0,155,449.767359
1.0,155,451.669362
0.0,129,453.216349
0.0,127,454.642503
1.0,157,456.54
0.0,127,458.066813
2.0,225,460.811734
2.0,202,463.251231
0.0,129,464.749827
6.0,379,469.46526
3.0,252,472.664278
2.0,204,475.13563
5.0,334,479.3737
0.0,125,480.827108
0.0,129,482.314106
2.0,220,485.107456
3.0,251,488.24517
4.0,297,492.044628
2.0,199,494.437377
0.0,125,495.933846
1.0,178,498.133744
2.0,201,500.609233
1.0,157,502.53574
1.0,177,504.710609
0.0,129,506.221805
3.0,276,509.725655
2.0,188,511.999522
1.0,157,513.85994
