#{"t_start": 1514956012.666023, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,322.960841
1.0,173,325.051033
2.0,224,327.781049
3.0,273,331.121454
0.0,127,332.686934
4.0,321,336.746717
2.0,224,339.501006
0.0,127,341.019202
0.0,129,342.521171
0.0,127,343.994433
0.0,129,345.502074
3.0,232,348.440413
0.0,125,349.900461
1.0,157,351.823294
3.0,231,354.665992
0.0,127,356.163956
2.0,201,358.600847
0.0,127,360.090349
1.0,155,361.975497
2.0,202,364.455745
0.0,127,365.990591
2.0,224,368.767519
0.0,127,370.277406
2.0,200,372.747789
0.0,129,374.263352
1.0,158,376.113464
1.0,157,377.980756
1.0,172,380.042816
0.0,129,381.565256
1.0,155,383.46001
3.0,274,386.915643
1.0,155,388.846018
0.0,129,390.363431
3.0,250,393.428509
0.0,127,394.944275
0.0,123,396.386122
2.0,204,398.923028
2.0,224,401.616773
0.0,129,403.167221
1.0,155,405.034999
0.0,125,406.453765
0.0,125,407.978802
4.0,302,411.762344
2.0,187,414.045353
0.0,127,415.465261
1.0,175,417.543666
3.0,252,420.641921
1.0,157,422.552171
3.0,254,425.738233
2.0,200,428.182321
0.0,127,429.691945
2.0,222,432.446617
5.0,368,437.089534
0.0,129,438.627
0.0,127,440.110721
0.0,127,441.566828
2.0,200,444.001338
3.0,250,447.167072
0.0,127,448.698693
0.0,129,450.238802
2.0,201,452.717246
0.0,125,455.046374
0.0,125,457.591888
2.0,198,461.724217
0.0,125,464.45596
0.0,125,466.802294
2.0,202,471.263591
1.0,155,474.550114
0.0,129,477.123908
0.0,129,479.554224
1.0,171,482.719753
4.0,264,487.896448
2.0,205,492.114923
1.0,175,495.449253
0.0,129,497.647456
4.0,283,503.497168
0.0,127,505.877301
0.0,127,508.60119
1.0,178,512.514816
0.0,127,514.89167
4.0,319,521.634367
1.0,175,525.423515
0.0,125,527.842965
1.0,155,530.929504
0.0,129,533.848984
4.0,298,539.80047
2.0,202,544.0144
2.0,200,548.299353
2.0,186,552.023784
1.0,171,555.083591
1.0,157,558.774842
0.0,129,561.375983
5.0,327,568.198093
3.0,252,573.715106
0.0,127,576.00101
1.0,178,579.61748
0.0,129,582.130241
2.0,202,586.077323
2.0,224,590.183506
1.0,157,593.381946
3.0,272,599.583562
6.0,396,607.72317
0.0,129,609.980167
3.0,248,615.118743
