#{"t_start": 1514956012.5635831, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,323.07043
3.0,250,326.179171
0.0,127,327.606518
0.0,127,329.067456
2.0,182,331.261344
0.0,127,332.82331
1.0,155,334.729309
0.0,127,336.201969
1.0,155,338.010736
5.0,345,342.407309
2.0,205,344.916991
0.0,125,346.375957
0.0,129,347.935713
5.0,348,352.384943
1.0,172,354.413254
1.0,173,356.552752
3.0,247,359.624731
2.0,208,362.169369
0.0,125,363.591543
0.0,123,365.073785
2.0,184,367.362577
2.0,184,369.58201
0.0,127,371.089537
2.0,204,373.661787
4.0,298,377.328896
1.0,155,379.204031
3.0,248,382.299655
1.0,155,384.160513
3.0,234,387.094817
0.0,127,388.615314
3.0,248,391.671336
4.0,302,395.48582
1.0,173,397.538734
2.0,199,400.047576
0.0,127,401.458417
0.0,129,402.994304
1.0,155,404.884196
2.0,182,407.072937
1.0,173,409.191301
3.0,233,412.110872
4.0,283,415.595512
2.0,206,418.066072
3.0,268,421.377052
0.0,129,422.906601
0.0,127,424.377151
2.0,200,426.899032
0.0,129,428.384154
2.0,202,430.877784
0.0,125,432.363586
0.0,129,433.878281
0.0,127,435.352825
1.0,172,437.4379
1.0,175,439.546954
0.0,127,441.0404
1.0,154,442.885072
2.0,201,445.380522
0.0,125,446.837589
2.0,201,449.401884
7.0,419,455.862681
0.0,127,458.407776
1.0,170,461.915522
1.0,174,465.448425
0.0,127,468.149093
1.0,171,471.937331
3.0,249,477.551537
1.0,175,480.873353
1.0,152,483.703469
1.0,155,486.598331
1.0,175,489.894748
0.0,127,492.302382
1.0,175,495.638853
2.0,201,499.44786
2.0,206,503.639779
5.0,347,511.141757
9.0,330,518.554753
1.0,173,521.767935
5.0,303,528.401951
0.0,127,530.898782
2.0,200,535.275859
2.0,222,539.723467
2.0,202,543.784803
0.0,123,546.301877
1.0,171,549.928566
0.0,127,552.220006
1.0,173,555.623526
0.0,125,558.117413
2.0,222,562.959159
5.0,350,570.419858
5.0,350,577.78917
