#{"t_start": 1514956012.6873658, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,250,324.526253
0.0,127,326.022129
0.0,125,327.401639
2.0,202,329.899658
0.0,127,331.39871
0.0,129,332.96872
0.0,127,334.480465
0.0,129,335.958054
2.0,204,338.463404
4.0,297,342.143036
2.0,226,344.991417
1.0,172,347.073686
0.0,127,348.573238
0.0,127,350.09279
1.0,153,351.956523
1.0,155,353.768263
3.0,230,356.666583
2.0,203,359.107599
4.0,300,362.913009
2.0,183,365.159313
2.0,202,367.666567
0.0,129,369.16584
3.0,253,372.356881
2.0,224,375.131244
1.0,172,377.16343
0.0,125,378.637423
0.0,127,380.120368
1.0,157,382.018662
1.0,155,383.881269
1.0,155,385.744071
0.0,127,387.30958
0.0,129,388.853911
2.0,199,391.23491
1.0,171,393.314143
1.0,155,395.194825
2.0,198,397.596946
1.0,158,399.520706
2.0,204,401.994863
1.0,155,403.90723
0.0,127,405.349218
1.0,173,407.435242
0.0,125,408.926404
1.0,173,411.034186
2.0,203,413.485091
2.0,200,415.924741
1.0,155,417.705959
0.0,129,419.187608
2.0,202,421.694503
3.0,219,424.400944
0.0,129,425.951455
0.0,129,427.432858
5.0,349,431.905426
0.0,129,433.408411
1.0,155,435.26138
6.0,380,440.089378
1.0,173,442.184273
1.0,173,444.264695
1.0,172,446.359692
2.0,204,448.945121
0.0,127,450.438957
0.0,129,451.964245
1.0,173,454.898186
0.0,129,457.513948
0.0,127,459.834646
2.0,200,464.436802
0.0,129,466.850367
0.0,129,469.430302
1.0,171,473.020128
1.0,155,476.559494
2.0,222,480.912275
1.0,172,484.215465
1.0,153,486.942125
1.0,158,489.94602
2.0,224,494.610846
1.0,173,497.664263
5.0,341,504.792491
2.0,226,509.579659
0.0,129,512.449091
0.0,129,514.845126
0.0,129,517.481005
2.0,222,521.833062
3.0,275,528.109828
1.0,174,531.681564
2.0,224,536.89344
0.0,125,538.93199
3.0,249,543.801847
1.0,153,547.127942
0.0,127,549.708231
1.0,177,553.035366
0.0,127,555.465458
3.0,250,561.170708
1.0,157,563.992724
5.0,350,571.365424
2.0,206,575.880455
1.0,155,578.797167
0.0,127,581.404548
0.0,127,583.922683
5.0,332,590.162819
0.0,129,592.715366
0.0,129,595.747612
6.0,358,603.640541
0.0,129,605.881251
0.0,127,608.113126
1.0,172,611.410366
1.0,157,614.351134
5.0,350,621.728121
1.0,173,625.158435
3.0,250,630.727346
0.0,129,634.010837
0.0,127,636.415513
0.0,127,639.314203
0.0,129,642.127145
1.0,176,645.811845
1.0,155,648.819483
0.0,127,651.317607
1.0,175,654.444366
4.0,319,661.698085
0.0,127,664.22965
0.0,129,666.549227
0.0,129,669.259738
0.0,129,671.473406
0.0,129,674.193589
0.0,125,676.337636
2.0,200,680.312112
1.0,157,683.770778
0.0,129,686.23271
2.0,220,690.978641
2.0,198,695.055567
4.0,321,701.574781
0.0,127,703.847662
0.0,129,706.601182
1.0,159,709.911683
0.0,125,712.067327
1.0,176,716.306878
0.0,125,718.969949
1.0,174,722.587795
0.0,129,725.553194
0.0,127,727.83589
0.0,127,730.846761
0.0,129,733.449834
0.0,129,735.986116
0.0,127,738.241754
4.0,298,743.881211
6.0,379,751.661249
0.0,127,754.017514
2.0,198,758.153922
0.0,129,760.372747
2.0,202,764.585702
0.0,127,767.029768
2.0,202,770.756936
6.0,377,778.944303
0.0,129,781.283517
0.0,127,784.032875
0.0,129,786.572461
9.0,404,795.137544
2.0,202,799.595337
2.0,202,802.950231
0.0,127,805.625202
5.0,350,813.217861
2.0,202,817.158933
2.0,202,821.420108
2.0,200,825.20052
0.0,129,827.608613
0.0,129,829.76291
5.0,329,836.774189
5.0,350,844.576923
4.0,278,850.363
0.0,129,852.640451
0.0,127,855.222307
7.0,432,863.488484
2.0,200,867.400816
2.0,200,870.962219
5.0,350,877.830329
0.0,123,880.011455
2.0,202,883.819928
5.0,352,891.17841
0.0,129,893.185789
0.0,127,895.554064
0.0,129,897.892226
0.0,129,900.770892
0.0,127,903.776881
13.0,457,913.65046
0.0,127,916.428093
0.0,127,919.444585
0.0,127,921.77017
2.0,200,926.017529
2.0,200,930.154413
0.0,129,932.665087
0.0,129,934.761763
2.0,198,939.010502
0.0,129,941.383749
0.0,129,943.980932
0.0,129,947.059955
0.0,129,949.499562
4.0,299,956.606638
2.0,200,960.651087
2.0,202,964.481855
0.0,125,966.847177
3.0,248,972.076892
0.0,129,974.626065
2.0,202,979.037554
0.0,127,981.681775
0.0,127,983.856834
5.0,350,991.013644
0.0,127,993.184265
3.0,248,998.147583
2.0,200,1002.108099
0.0,129,1004.16768
0.0,129,1006.984939
5.0,372,1015.097803
0.0,129,1017.984224
0.0,127,1019.929986
0.0,129,1022.388306
0.0,129,1025.528671
0.0,125,1027.727718
4.0,297,1033.933779
0.0,129,1036.444978
9.0,404,1045.238282
0.0,127,1048.202475
5.0,350,1055.136233
5.0,350,1062.725338
0.0,127,1065.187398
5.0,350,1072.452119
3.0,248,1077.039579
0.0,127,1079.561115
1.0,155,1082.493403
0.0,127,1084.78838
2.0,198,1089.058358
0.0,125,1091.164693
0.0,127,1093.527197
5.0,352,1100.826575
9.0,404,1108.957358
5.0,350,1116.020112
9.0,404,1124.833018
0.0,127,1127.279475
0.0,127,1129.470404
0.0,129,1131.682578
10.0,431,1140.836919
2.0,202,1145.555821
2.0,202,1149.478809
6.0,377,1156.660125
0.0,127,1159.237167
0.0,127,1162.279621
2.0,202,1166.206105
0.0,127,1168.793413
0.0,129,1171.353772
0.0,127,1173.556876
0.0,127,1176.532403
0.0,125,1179.455282
10.0,433,1188.320095
2.0,200,1192.420833
5.0,326,1199.631674
0.0,127,1202.173531
0.0,129,1204.8554
2.0,198,1209.241918
9.0,404,1217.423891
0.0,127,1220.169205
0.0,125,1222.430709
0.0,129,1225.077757
10.0,432,1234.221926
2.0,202,1238.643017
0.0,127,1241.203755
2.0,202,1245.920763
6.0,396,1254.535439
0.0,127,1256.99702
3.0,248,1261.592376
3.0,246,1266.535508
0.0,129,1268.450846
0.0,129,1270.839361
2.0,202,1274.965347
0.0,129,1277.349631
2.0,202,1282.096664
1.0,174,1285.576905
4.0,297,1291.886729
3.0,248,1297.42233
2.0,202,1301.87316
1.0,173,1305.100958
0.0,125,1307.887458
0.0,127,1310.24111
5.0,350,1317.579275
