#{"t_start": 1514947592.8266764, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,322.631252
2.0,204,325.141745
2.0,187,327.503846
2.0,223,330.277588
1.0,173,332.332375
0.0,129,333.897827
0.0,127,335.43519
3.0,248,338.52579
1.0,158,340.45101
3.0,218,343.194976
1.0,156,345.111564
1.0,177,347.290566
3.0,214,349.889152
1.0,157,351.831825
0.0,127,353.321552
1.0,155,355.215326
2.0,226,358.040138
0.0,125,359.558945
0.0,125,361.060684
1.0,175,363.169479
0.0,129,364.675978
0.0,129,366.196692
1.0,155,367.991872
3.0,250,371.090732
0.0,125,372.617543
2.0,200,375.050896
0.0,129,376.585304
1.0,155,378.469844
1.0,155,380.421185
0.0,129,381.931502
4.0,277,385.479595
0.0,129,386.991213
1.0,176,389.100932
6.0,400,394.092426
4.0,319,398.048976
1.0,173,400.117672
2.0,223,402.84338
9.0,404,408.018581
0.0,125,409.484983
5.0,310,413.378167
2.0,199,415.803807
3.0,245,418.841004
6.0,396,423.857086
0.0,125,425.261914
13.0,480,431.280963
0.0,127,432.719686
0.0,129,434.260335
0.0,129,435.787887
1.0,171,437.838351
3.0,252,440.944575
3.0,272,444.324466
2.0,202,446.866946
1.0,172,448.976444
0.0,127,450.466287
1.0,173,452.600536
3.0,248,455.658477
3.0,230,458.55593
2.0,201,460.99559
3.0,250,464.042677
1.0,172,466.110763
5.0,331,470.231845
2.0,202,472.756228
0.0,129,474.256927
4.0,320,478.241647
10.0,434,483.855415
4.0,282,487.412141
1.0,154,489.290377
0.0,127,490.821113
0.0,129,492.322386
8.0,374,497.089132
1.0,176,499.289252
0.0,129,500.771788
0.0,125,502.255618
2.0,224,505.04301
0.0,129,506.580232
1.0,171,508.652762
0.0,127,510.162094
2.0,206,512.68838
2.0,223,515.40524
0.0,129,516.911816
0.0,127,518.411801
2.0,202,520.892751
1.0,175,522.96422
0.0,129,524.475041
1.0,171,526.503938
0.0,127,527.962465
2.0,228,530.746554
9.0,405,535.856508
3.0,248,538.890467
4.0,317,542.937748
0.0,125,544.396425
0.0,129,545.913603
0.0,127,547.437409
1.0,155,549.263947
2.0,202,551.762888
4.0,297,555.538841
1.0,173,557.651402
0.0,125,559.118377
4.0,281,562.699319
0.0,127,564.249279
1.0,157,566.113621
1.0,153,567.991934
0.0,127,569.548957
0.0,125,571.028972
0.0,129,572.588594
0.0,125,574.070318
1.0,153,575.939592
3.0,268,579.236998
6.0,382,584.023732
2.0,204,586.531316
5.0,347,590.81458
1.0,175,592.80291
0.0,129,594.306796
4.0,297,597.937779
8.0,350,602.366042
0.0,129,603.912477
0.0,123,605.416162
0.0,127,606.880671
3.0,248,609.911691
1.0,154,611.830221
1.0,175,613.978392
0.0,129,615.535677
2.0,202,618.050025
0.0,127,619.549022
6.0,356,624.021845
4.0,319,628.017751
2.0,185,630.299512
2.0,220,633.093007
3.0,272,636.471264
0.0,129,637.996433
0.0,127,639.548484
0.0,127,641.068416
1.0,155,642.933494
1.0,173,645.09398
1.0,155,646.969122
5.0,342,651.270534
0.0,127,652.818317
0.0,129,654.296599
1.0,176,656.334559
0.0,129,657.881092
3.0,251,660.919673
2.0,220,663.656758
1.0,157,665.570119
1.0,171,667.596949
5.0,372,672.298949
0.0,127,673.748098
1.0,175,675.873495
2.0,218,678.571457
0.0,125,680.036408
0.0,127,681.545577
0.0,127,683.022872
0.0,127,684.524188
1.0,155,686.303338
0.0,125,687.748449
5.0,352,692.171108
0.0,129,693.663268
1.0,173,695.757993
3.0,250,698.827872
0.0,127,700.30621
