#{"t_start": 1514947592.7829735, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,322.640318
1.0,153,324.505905
2.0,203,327.0285
3.0,214,329.665812
0.0,129,331.220009
1.0,153,333.057955
0.0,125,334.542066
4.0,262,337.845157
1.0,157,339.743936
1.0,157,341.650904
1.0,157,343.592247
0.0,125,345.082778
1.0,174,347.228239
2.0,185,349.447253
2.0,204,352.015451
0.0,127,353.516669
1.0,174,355.656093
4.0,280,359.225338
0.0,129,360.763842
1.0,173,362.87197
5.0,329,367.04139
3.0,230,369.79174
0.0,125,371.292345
4.0,298,375.049936
0.0,127,376.557003
2.0,189,378.919592
0.0,125,380.441725
1.0,173,382.584303
0.0,125,384.046858
0.0,129,385.624043
0.0,129,387.121016
2.0,202,389.592318
8.0,372,394.212844
0.0,125,395.625322
2.0,202,398.05221
0.0,129,399.573248
2.0,220,402.196901
0.0,129,403.774862
0.0,125,405.249837
0.0,129,406.795108
2.0,222,409.501462
5.0,352,413.922125
8.0,372,418.65648
2.0,221,421.377966
0.0,125,422.834651
4.0,299,426.473366
5.0,352,430.878282
0.0,129,432.323274
1.0,174,434.483932
2.0,202,436.931603
0.0,129,438.443398
5.0,353,442.843301
0.0,129,444.387785
1.0,155,446.246433
0.0,125,447.793041
3.0,230,450.652853
1.0,173,452.796804
2.0,202,455.215305
1.0,173,457.327503
3.0,250,460.434178
1.0,176,462.540683
2.0,223,465.286856
2.0,223,467.9634
0.0,129,469.435045
0.0,127,470.984602
0.0,129,472.50113
1.0,157,474.408935
2.0,184,476.585572
2.0,222,479.367039
0.0,127,480.857386
0.0,125,482.28973
0.0,127,483.851632
0.0,125,485.344397
3.0,233,488.212555
2.0,203,490.786467
1.0,157,492.680708
0.0,129,494.163915
1.0,155,496.041911
0.0,127,497.581583
1.0,171,499.675012
1.0,175,501.769288
3.0,273,505.246151
1.0,157,507.14372
1.0,173,509.248995
2.0,198,511.661504
2.0,199,514.087829
1.0,173,516.143307
0.0,125,517.634216
1.0,157,519.513216
0.0,129,521.066891
3.0,269,524.3551
0.0,129,525.878638
3.0,251,528.943433
0.0,127,530.387172
2.0,206,532.900057
0.0,129,534.405534
2.0,202,536.8554
4.0,259,540.04542
0.0,125,541.519828
4.0,299,545.281125
3.0,270,548.716541
1.0,152,550.492012
1.0,173,552.631517
1.0,175,554.760247
0.0,129,556.298496
0.0,129,557.828964
