#{"t_start": 1514947592.8803737, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,174,323.180362
4.0,296,326.985724
1.0,155,328.816427
0.0,129,330.409743
2.0,199,332.808496
1.0,175,334.997582
1.0,177,337.12481
3.0,237,340.142916
0.0,127,341.631441
1.0,155,343.545289
1.0,177,345.738422
2.0,207,348.269328
0.0,125,349.728483
2.0,190,352.121794
2.0,184,354.365018
0.0,127,355.866643
0.0,125,357.362636
1.0,173,359.526957
1.0,157,361.435257
1.0,174,363.564083
2.0,202,366.00052
4.0,299,369.673173
1.0,176,371.85866
2.0,202,374.363868
2.0,223,377.13024
0.0,127,378.655495
0.0,125,380.165957
1.0,154,382.044938
2.0,201,384.532015
0.0,127,386.068957
1.0,157,387.960495
0.0,129,389.44031
1.0,157,391.395084
5.0,350,395.664336
0.0,129,397.146266
10.0,453,402.848545
0.0,127,404.336645
1.0,169,406.422108
3.0,248,409.504308
1.0,157,411.350211
3.0,257,414.564335
0.0,125,416.053458
0.0,125,417.481562
1.0,151,419.306796
0.0,127,420.779408
5.0,347,425.075567
4.0,303,428.816941
0.0,129,430.329749
2.0,202,432.72604
0.0,127,434.238515
2.0,202,436.703215
1.0,173,438.789431
5.0,328,442.881385
1.0,155,444.751922
0.0,127,446.252795
0.0,127,447.811335
0.0,129,449.329319
0.0,125,450.806965
1.0,174,452.98636
1.0,178,455.068626
0.0,127,456.593508
0.0,129,458.128826
0.0,127,459.616979
3.0,252,462.699359
0.0,127,464.153695
2.0,222,466.877814
0.0,127,468.324768
1.0,173,470.432574
0.0,125,471.895924
0.0,125,473.394304
5.0,330,477.494276
0.0,129,479.028648
0.0,129,480.554949
9.0,420,485.973706
3.0,248,489.059218
2.0,185,491.349681
0.0,127,492.875853
2.0,220,495.573859
0.0,129,497.124979
0.0,129,498.64693
2.0,203,501.147001
0.0,127,502.691911
0.0,127,504.181097
1.0,173,506.277443
0.0,129,507.797745
0.0,127,509.303687
0.0,127,510.795882
0.0,129,512.315535
2.0,202,514.775086
0.0,123,516.181172
1.0,174,518.284561
2.0,200,520.756114
2.0,222,523.476642
4.0,322,527.445639
2.0,202,529.913771
1.0,157,531.758479
0.0,125,533.224673
2.0,219,535.893357
4.0,303,539.647666
0.0,127,541.131962
2.0,204,543.706815
4.0,301,547.521722
0.0,127,548.979631
2.0,202,551.457088
2.0,184,553.739241
0.0,129,555.248018
0.0,125,556.719968
0.0,129,558.295749
1.0,175,560.39808
0.0,125,561.897626
1.0,174,564.062003
1.0,175,566.182706
2.0,201,568.730742
0.0,125,570.235891
2.0,188,572.587911
4.0,277,576.109898
2.0,204,578.565273
0.0,127,580.022445
2.0,202,582.490011
1.0,171,584.576469
6.0,398,589.5153
0.0,127,590.965694
2.0,202,593.328588
0.0,125,594.734243
0.0,129,596.226098
0.0,123,597.622321
1.0,174,599.709987
4.0,319,603.770745
0.0,127,605.325661
0.0,129,606.826485
0.0,129,608.347063
0.0,129,609.793071
0.0,127,611.371129
0.0,129,612.865384
0.0,125,614.391637
0.0,125,615.902078
0.0,127,617.412869
1.0,157,619.28636
4.0,275,622.742
6.0,397,627.721504
0.0,129,629.215922
0.0,127,630.761933
0.0,127,632.285788
3.0,242,635.306792
0.0,127,636.806931
0.0,127,638.307871
0.0,129,639.919118
0.0,129,641.405124
0.0,129,642.973734
1.0,173,645.127624
0.0,127,646.617426
1.0,155,648.461839
3.0,250,651.587279
0.0,125,653.085872
4.0,300,656.722301
0.0,125,658.18637
1.0,154,659.996478
1.0,173,662.106407
1.0,157,663.955297
1.0,153,665.841199
1.0,176,667.952207
2.0,220,670.642519
0.0,129,672.11055
0.0,125,673.533935
0.0,129,675.060306
0.0,125,676.520202
0.0,129,678.057969
0.0,125,679.554096
1.0,173,681.650273
1.0,155,683.507479
0.0,127,684.983748
0.0,129,686.469578
2.0,202,688.907644
2.0,224,691.605344
2.0,202,694.093171
3.0,232,696.947399
3.0,250,700.007446
2.0,202,702.440734
0.0,129,703.9914
3.0,251,707.140436
0.0,129,708.665027
0.0,129,710.187049
4.0,299,713.925043
0.0,123,715.393432
1.0,175,717.549741
0.0,129,719.044202
0.0,127,720.482056
0.0,127,721.969495
2.0,201,724.458501
3.0,255,727.601486
2.0,222,730.329578
0.0,129,731.911299
0.0,127,733.366232
2.0,202,735.876776
0.0,127,737.393151
0.0,129,738.895243
1.0,178,741.08133
2.0,220,743.767508
0.0,129,745.302358
2.0,222,747.952894
2.0,200,750.438421
2.0,224,753.238129
0.0,127,754.68225
0.0,129,756.183948
1.0,155,758.031291
7.0,408,763.03585
1.0,175,765.135673
4.0,297,768.8615
4.0,297,772.531831
3.0,252,775.725516
9.0,402,780.769637
0.0,127,782.193389
3.0,248,785.278885
0.0,127,786.764328
2.0,202,789.230747
2.0,200,791.68306
3.0,248,794.68109
2.0,202,797.0334
5.0,329,801.195948
0.0,129,802.680154
0.0,129,804.174361
0.0,129,805.677169
0.0,129,807.186485
0.0,127,808.619474
0.0,127,810.117185
0.0,127,811.604141
3.0,250,814.694149
0.0,127,816.180722
0.0,129,817.661187
2.0,220,820.365567
6.0,396,825.261499
0.0,125,826.711678
0.0,129,828.199211
1.0,175,830.26355
6.0,380,834.981029
0.0,129,836.475301
0.0,129,837.971977
0.0,129,839.502088
3.0,251,842.48631
4.0,299,846.205282
0.0,127,847.687124
0.0,127,849.197727
0.0,127,850.714786
0.0,129,852.178709
11.0,484,858.299793
9.0,428,863.658364
1.0,178,865.741076
0.0,129,867.277502
0.0,127,868.79885
0.0,129,870.304711
2.0,202,872.737398
9.0,404,877.848032
9.0,404,882.889492
3.0,228,885.687788
0.0,127,887.177876
2.0,200,889.605787
2.0,198,892.016912
0.0,129,893.57688
6.0,358,898.114847
0.0,127,899.646271
2.0,202,902.034274
2.0,223,904.705524
0.0,125,906.201142
