#{"t_start": 1514947592.8619316, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,322.633957
0.0,127,324.140538
1.0,155,326.027422
2.0,206,328.54042
0.0,125,330.057205
0.0,125,331.529692
0.0,129,333.068273
0.0,127,334.580981
0.0,129,336.147489
3.0,216,338.779669
2.0,184,341.039075
1.0,155,342.93141
1.0,175,345.137992
2.0,225,347.922602
1.0,175,350.068989
0.0,127,351.560198
2.0,203,354.036384
2.0,185,356.365869
0.0,127,357.858238
0.0,127,359.39643
0.0,127,360.919732
2.0,202,363.415588
3.0,274,366.845784
0.0,129,368.306329
0.0,127,369.789551
2.0,203,372.289297
0.0,125,373.784357
2.0,198,376.218807
1.0,175,378.343195
3.0,221,381.162335
1.0,175,383.346852
0.0,127,384.849376
0.0,127,386.365971
0.0,129,387.862564
0.0,129,389.347971
0.0,129,390.89899
3.0,272,394.204578
0.0,127,395.647636
5.0,350,400.006361
5.0,348,404.393266
9.0,384,409.259901
1.0,155,411.135481
0.0,129,412.646417
0.0,127,414.129166
0.0,129,415.638775
0.0,129,417.177276
2.0,200,419.643793
2.0,200,422.016546
1.0,173,424.109845
3.0,250,427.18372
3.0,232,429.975622
4.0,299,433.636592
0.0,129,435.194833
5.0,327,439.295197
4.0,301,443.038235
2.0,223,445.778965
0.0,129,447.385805
2.0,201,449.880806
9.0,477,455.987741
0.0,127,457.47753
3.0,248,460.577733
1.0,153,462.34596
0.0,127,463.83602
9.0,405,468.900793
3.0,250,472.058907
2.0,200,474.519941
2.0,202,476.94583
0.0,129,478.468027
1.0,155,480.320223
0.0,127,481.82715
0.0,123,483.305342
1.0,173,485.44138
0.0,125,486.878118
1.0,155,488.751283
1.0,155,490.661869
3.0,269,494.002944
0.0,125,495.488427
1.0,155,497.382947
0.0,127,498.909968
1.0,177,501.035543
0.0,129,502.598063
0.0,127,504.086633
1.0,171,506.166129
3.0,251,509.323004
0.0,129,510.846493
1.0,173,512.935437
1.0,175,515.032694
1.0,173,517.101916
1.0,173,519.220919
0.0,127,520.700228
2.0,220,523.389931
1.0,157,525.28101
3.0,251,528.317812
0.0,125,529.778751
1.0,155,531.586391
3.0,268,534.920853
3.0,268,538.232771
0.0,127,539.706328
0.0,129,541.22682
0.0,127,542.732158
1.0,151,544.562346
2.0,200,547.036566
2.0,222,549.7388
5.0,312,553.715103
4.0,301,557.520549
1.0,155,559.445143
0.0,125,560.880563
0.0,127,562.422223
