nupdates,explained_variance,value_loss,total_timesteps,policy_entropy,fps
97700,0.9390629418194294,0.023013487458229065,7816000,0.9551903009414673,1290
97800,0.9284036532044411,0.03192953020334244,7824000,0.8144710659980774,1291
97900,0.9623055830597878,0.03434773534536362,7832000,0.9196127653121948,1291
98000,0.9726911932229996,0.035755932331085205,7840000,0.9458721876144409,1291
98100,0.9665798284113407,0.022925179451704025,7848000,0.9137780070304871,1291
98200,0.9413379840552807,0.04482754319906235,7856000,0.8926839828491211,1291
98300,0.9774665255099535,0.03301171958446503,7864000,0.8712270855903625,1291
98400,0.9189051538705826,0.017579862847924232,7872000,0.89861661195755,1291
98500,0.8674346804618835,0.16131994128227234,7880000,0.7609984278678894,1291
98600,0.7686651945114136,0.13593731820583344,7888000,0.9797395467758179,1291
98700,0.9825039301067591,0.010073976591229439,7896000,0.8978452682495117,1292
98800,0.9088551923632622,0.013641679659485817,7904000,0.8627891540527344,1292
98900,0.9304790794849396,0.060373593121767044,7912000,0.8947981595993042,1292
99000,0.8945279195904732,0.13814498484134674,7920000,0.8333932161331177,1292
99100,0.9739395566284657,0.010862970724701881,7928000,0.9065278768539429,1292
99200,0.957153394818306,0.020770717412233353,7936000,0.9165782928466797,1292
99300,0.7402164041996002,0.2267097681760788,7944000,0.7174862027168274,1292
99400,0.9257153421640396,0.017467573285102844,7952000,0.9071340560913086,1292
99500,0.9237936288118362,0.030407335609197617,7960000,0.9270263910293579,1292
99600,0.9744629357010126,0.013937735930085182,7968000,0.7765547037124634,1293
99700,0.8709021508693695,0.22376327216625214,7976000,0.7188996076583862,1293
99800,0.9724988676607609,0.01826905645430088,7984000,0.8604357838630676,1293
99900,0.9059052988886833,0.01982814632356167,7992000,0.7904456853866577,1293
100000,0.976798864081502,0.04314427822828293,8000000,0.9004451632499695,1293
100100,0.966889563947916,0.030805101618170738,8008000,0.9019683599472046,1293
100200,0.9584601148962975,0.06110434979200363,8016000,0.8832408785820007,1293
100300,0.6850600242614746,0.4883593022823334,8024000,0.8085914850234985,1293
100400,0.8559353947639465,0.2301938533782959,8032000,0.8539983034133911,1293
100500,0.848024532198906,0.04588998109102249,8040000,0.8716903924942017,1294
100600,0.9747342001646757,0.014967599883675575,8048000,0.8821125030517578,1294
100700,0.7666689902544022,0.11112960427999496,8056000,0.8640483021736145,1294
100800,0.9543869942426682,0.1526975929737091,8064000,0.7775911092758179,1294
100900,0.990401622839272,0.02875908836722374,8072000,0.755906879901886,1294
