#{"t_start": 1514956012.5427334, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,202,324.026332
0.0,127,325.542233
0.0,127,326.990892
2.0,204,329.468519
0.0,129,330.925583
3.0,236,333.961275
5.0,325,338.004355
1.0,171,340.096707
1.0,173,342.184051
0.0,129,343.739819
3.0,236,346.664472
0.0,129,348.210131
0.0,127,349.676104
3.0,249,352.83636
1.0,153,354.642905
1.0,175,356.787792
3.0,234,359.688327
0.0,129,361.218241
3.0,250,364.301911
0.0,129,365.857084
2.0,204,368.371738
0.0,129,369.918409
0.0,127,371.409581
1.0,174,373.544532
0.0,127,375.01088
1.0,176,377.076891
4.0,281,380.612265
1.0,155,382.496891
5.0,330,386.698667
1.0,155,388.59634
5.0,351,393.001315
0.0,127,394.510873
3.0,252,397.621131
2.0,202,400.15509
3.0,250,403.225127
0.0,129,404.738801
1.0,173,406.83149
0.0,129,408.425
1.0,156,410.248083
1.0,175,412.403981
0.0,127,413.858839
0.0,125,415.264457
0.0,129,416.777215
3.0,270,420.095573
0.0,127,421.592176
2.0,202,424.05915
0.0,125,425.543467
0.0,127,427.064979
1.0,173,429.12603
2.0,221,431.893459
0.0,127,433.358562
8.0,488,439.631383
5.0,331,443.770757
3.0,213,446.42658
2.0,200,448.93828
9.0,404,454.953065
0.0,123,457.164783
0.0,127,459.82691
3.0,250,465.143267
1.0,173,468.772331
1.0,175,472.482258
3.0,253,478.045517
3.0,236,482.440812
1.0,175,486.234544
1.0,155,489.064744
0.0,127,491.290818
1.0,155,494.578852
5.0,351,501.422754
2.0,200,505.289834
1.0,157,508.747612
3.0,252,514.025794
1.0,153,517.205883
1.0,175,520.575007
0.0,129,523.218475
0.0,129,526.20754
0.0,129,528.720926
2.0,204,533.181909
0.0,129,535.932289
0.0,127,538.261127
1.0,177,541.190227
4.0,324,548.54816
0.0,127,551.079739
3.0,228,555.571684
4.0,297,562.217979
0.0,127,564.316307
0.0,129,566.720529
4.0,297,573.368386
5.0,350,580.562727
0.0,127,583.405147
9.0,384,590.79441
0.0,127,593.366617
0.0,129,596.397103
3.0,270,602.146927
0.0,127,604.466601
0.0,129,606.896629
0.0,127,609.075222
3.0,248,614.129012
1.0,171,617.436312
3.0,252,622.687829
3.0,252,627.869246
1.0,172,631.804835
0.0,127,634.780716
0.0,129,637.494656
0.0,129,640.341992
0.0,127,643.092047
0.0,129,645.548743
2.0,200,649.726247
1.0,178,653.146711
0.0,129,655.448338
0.0,125,658.177027
5.0,350,665.686055
0.0,129,668.387873
1.0,155,671.287701
3.0,270,676.833704
0.0,127,679.092711
3.0,250,684.521127
0.0,129,686.926759
2.0,203,691.283531
0.0,127,693.909664
0.0,129,696.572939
0.0,129,698.64303
1.0,172,702.161731
4.0,301,708.822491
0.0,129,711.163362
3.0,230,716.365361
0.0,129,719.065329
2.0,202,723.296077
3.0,272,729.455969
0.0,129,732.107043
4.0,297,738.343349
0.0,129,740.550945
1.0,171,743.854848
2.0,202,747.765236
0.0,127,749.936608
1.0,173,753.35401
3.0,247,758.527308
2.0,200,762.401883
0.0,127,764.891033
2.0,220,769.318598
3.0,248,774.528048
0.0,127,776.906866
5.0,349,784.423027
2.0,220,788.606763
2.0,202,792.616875
0.0,129,795.420406
0.0,125,798.147415
10.0,451,807.30127
2.0,202,811.458011
2.0,224,816.087579
2.0,200,820.228151
0.0,129,822.757927
0.0,127,825.055814
0.0,125,827.365365
0.0,127,829.541224
2.0,202,833.685226
0.0,129,836.112552
0.0,127,838.808505
0.0,125,841.576381
2.0,202,845.617247
2.0,200,849.777547
0.0,127,851.989492
0.0,127,854.30061
0.0,129,856.659247
2.0,198,860.542034
0.0,125,862.854625
0.0,129,865.402372
2.0,202,868.826886
0.0,127,871.081454
0.0,123,873.239075
10.0,412,881.337504
0.0,127,883.601456
5.0,350,890.786523
2.0,202,894.645571
0.0,129,896.956966
2.0,202,901.512837
10.0,453,911.986887
2.0,202,915.996157
2.0,202,920.593735
0.0,127,923.046336
0.0,129,925.461607
5.0,350,932.987897
3.0,248,937.836606
2.0,202,942.007318
5.0,350,949.808923
2.0,202,954.726951
0.0,127,957.241883
0.0,127,959.745766
2.0,200,963.645425
0.0,127,966.105364
2.0,198,970.128617
5.0,350,977.917527
7.0,322,984.504251
2.0,202,988.385172
0.0,127,990.837686
0.0,127,993.004697
9.0,404,1001.385572
9.0,404,1009.767996
0.0,127,1012.401864
0.0,129,1014.962812
3.0,248,1019.958862
5.0,350,1027.716295
0.0,127,1029.970051
0.0,129,1032.495808
5.0,350,1040.009276
7.0,446,1049.901754
0.0,125,1052.11742
0.0,129,1054.889052
0.0,127,1057.406612
0.0,127,1059.825503
0.0,125,1062.412202
0.0,129,1064.742982
0.0,129,1067.365714
5.0,350,1074.379357
0.0,127,1076.709786
2.0,198,1080.52231
10.0,453,1090.119829
0.0,127,1092.28823
0.0,127,1094.662139
9.0,404,1103.159062
0.0,129,1105.291837
0.0,129,1107.99567
0.0,127,1110.395379
2.0,200,1114.297522
4.0,297,1119.899083
2.0,202,1124.482308
2.0,200,1128.394733
0.0,129,1130.648001
0.0,125,1132.940086
0.0,127,1135.7446
5.0,350,1143.179113
0.0,127,1145.813208
0.0,127,1148.462803
0.0,129,1150.647905
10.0,452,1159.739477
8.0,350,1167.193967
5.0,350,1174.800448
0.0,127,1177.887875
0.0,129,1180.29543
0.0,129,1182.88238
0.0,127,1185.317522
0.0,129,1187.839567
0.0,127,1190.234646
0.0,129,1192.686744
0.0,125,1195.540484
1.0,155,1198.760053
0.0,129,1201.459723
0.0,127,1203.494631
2.0,202,1208.259144
0.0,127,1210.569015
2.0,198,1214.846086
2.0,198,1218.764956
0.0,125,1220.981806
1.0,176,1224.68776
0.0,129,1227.410187
9.0,404,1236.043114
0.0,129,1238.342488
2.0,202,1243.107441
0.0,127,1245.734518
2.0,202,1250.428146
4.0,297,1256.375183
0.0,129,1258.909388
5.0,350,1265.584959
0.0,129,1267.718869
0.0,129,1269.953521
0.0,127,1272.405169
0.0,127,1274.885873
4.0,297,1281.435847
0.0,127,1283.989438
0.0,127,1286.452334
0.0,129,1289.062686
0.0,129,1291.705834
2.0,202,1296.246451
3.0,248,1301.544904
0.0,125,1303.913442
0.0,129,1306.618626
0.0,125,1309.144163
0.0,125,1311.31377
0.0,125,1313.691189
7.0,429,1322.878055
0.0,127,1325.746016
0.0,129,1328.38452
2.0,202,1332.306744
0.0,129,1334.952122
4.0,297,1341.582994
5.0,350,1348.519927
10.0,453,1358.054792
0.0,127,1360.776877
2.0,200,1364.414691
0.0,129,1366.90819
10.0,450,1376.617966
6.0,380,1384.62076
0.0,127,1387.191281
2.0,200,1391.754482
2.0,202,1396.336547
2.0,200,1400.633282
5.0,328,1407.622376
6.0,400,1415.948989
3.0,246,1420.727734
2.0,202,1424.649492
5.0,344,1431.787059
0.0,123,1434.532941
5.0,350,1442.404338
0.0,129,1444.567361
0.0,127,1447.138725
0.0,127,1449.473207
5.0,372,1457.907411
2.0,200,1461.774269
2.0,202,1465.985998
9.0,404,1474.122215
5.0,328,1480.772401
7.0,427,1489.693673
0.0,127,1492.373393
0.0,127,1494.512794
0.0,123,1497.388283
9.0,404,1505.123616
9.0,404,1513.938503
6.0,401,1522.477375
2.0,200,1526.327543
2.0,200,1530.305938
0.0,129,1532.798329
0.0,129,1535.056596
0.0,127,1537.712224
0.0,129,1540.21194
2.0,200,1543.800642
1.0,178,1547.344316
0.0,129,1549.78041
5.0,307,1555.736951
1.0,154,1558.743735
2.0,225,1563.351476
2.0,204,1567.728077
2.0,201,1571.74697
2.0,200,1575.676417
2.0,204,1579.521413
4.0,277,1584.615197
2.0,220,1589.228298
3.0,250,1594.13726
9.0,403,1603.200262
0.0,129,1605.31457
2.0,183,1609.131301
10.0,448,1618.243849
4.0,280,1624.744796
2.0,201,1628.869032
2.0,219,1633.347303
4.0,301,1640.251301
9.0,327,1647.621383
1.0,155,1650.783031
7.0,428,1659.21359
3.0,211,1663.029843
2.0,206,1667.312269
1.0,155,1670.15416
1.0,176,1673.931236
1.0,157,1677.322953
3.0,228,1681.951946
1.0,175,1685.074813
6.0,379,1693.866145
5.0,356,1701.742991
3.0,250,1706.997818
0.0,125,1709.130325
2.0,200,1713.35502
4.0,307,1719.138513
0.0,129,1722.100745
0.0,129,1724.538493
5.0,350,1731.397967
2.0,226,1735.410911
4.0,276,1741.429358
1.0,155,1744.443426
6.0,400,1753.631209
3.0,220,1757.695438
1.0,173,1761.074554
12.0,526,1771.899309
1.0,155,1774.94897
4.0,298,1781.000709
2.0,187,1784.7382
10.0,425,1793.931963
0.0,127,1796.107774
5.0,352,1802.723018
2.0,185,1806.921144
0.0,127,1809.31932
2.0,204,1813.827329
2.0,201,1818.116992
6.0,369,1825.626185
1.0,155,1828.312596
4.0,321,1835.024639
4.0,297,1841.138081
11.0,448,1850.703835
3.0,230,1855.35076
1.0,155,1858.157757
9.0,401,1866.305041
8.0,376,1874.481519
3.0,253,1879.479734
3.0,246,1884.632593
5.0,350,1891.46166
2.0,204,1895.500095
10.0,451,1905.666373
0.0,129,1908.05583
3.0,238,1912.769614
5.0,349,1920.589969
4.0,247,1925.796749
3.0,238,1930.469696
7.0,250,1936.296241
0.0,129,1938.797346
8.0,465,1948.535825
6.0,397,1956.662522
13.0,601,1969.572902
7.0,387,1977.520306
7.0,411,1986.338156
10.0,431,1995.506272
7.0,391,2003.980247
3.0,227,2008.669833
1.0,157,2011.546113
13.0,554,2023.186991
13.0,357,2030.737228
1.0,176,2034.121885
3.0,234,2039.142909
4.0,247,2044.06491
13.0,550,2054.863482
5.0,350,2061.722933
9.0,404,2070.456417
15.0,525,2080.696419
5.0,305,2087.598783
9.0,474,2097.732758
7.0,250,2102.968633
7.0,250,2108.095699
14.0,498,2118.85169
3.0,255,2124.250418
19.0,582,2135.84225
5.0,350,2142.484808
15.0,603,2155.218315
4.0,298,2161.027178
6.0,367,2168.657503
2.0,223,2172.80513
2.0,187,2176.335685
12.0,530,2187.734467
6.0,339,2194.752536
11.0,271,2200.231435
17.0,604,2211.795806
13.0,500,2221.414507
7.0,427,2230.085683
13.0,548,2241.272747
6.0,364,2247.964276
4.0,300,2254.026617
14.0,518,2265.267977
10.0,365,2272.830041
6.0,378,2280.448162
8.0,432,2288.709552
3.0,250,2293.856592
12.0,304,2299.838023
13.0,546,2311.429411
12.0,486,2320.949457
5.0,330,2327.724035
12.0,564,2339.795455
5.0,337,2346.907336
9.0,509,2357.273374
20.0,516,2368.98412
9.0,455,2378.342329
13.0,495,2388.427304
17.0,607,2400.597233
4.0,279,2406.117115
1.0,159,2409.384311
21.0,608,2422.213591
6.0,378,2429.840817
11.0,481,2439.370154
11.0,513,2449.938172
18.0,661,2464.007217
10.0,382,2471.350265
16.0,623,2484.681095
9.0,502,2494.581525
17.0,597,2506.219472
9.0,498,2516.1343
4.0,260,2521.828317
8.0,433,2530.155935
19.0,788,2545.414949
14.0,539,2555.474271
14.0,528,2566.024754
20.0,639,2579.257475
15.0,612,2591.563308
6.0,383,2598.635232
14.0,667,2612.461184
12.0,597,2624.155541
21.0,630,2636.382671
19.0,579,2647.767128
15.0,621,2659.628964
14.0,673,2672.839312
18.0,556,2684.088535
16.0,680,2698.827714
21.0,627,2711.394383
8.0,472,2721.062991
28.0,960,2740.645257
12.0,568,2753.090996
29.0,762,2768.909668
26.0,854,2786.673897
18.0,670,2800.434855
11.0,546,2811.787531
31.0,850,2829.755167
28.0,897,2847.856206
10.0,495,2857.104184
24.0,774,2873.213287
13.0,499,2883.408767
12.0,638,2896.312583
31.0,859,2913.35516
17.0,661,2926.433062
6.0,341,2933.845476
10.0,534,2945.48657
14.0,510,2956.460557
15.0,709,2971.542641
45.0,1024,2993.792739
27.0,735,3008.52333
24.0,771,3024.180846
10.0,550,3035.157541
11.0,576,3047.225242
25.0,873,3065.030665
21.0,771,3080.74338
20.0,744,3096.555427
29.0,1044,3117.663185
21.0,780,3132.97364
27.0,862,3150.367719
22.0,644,3163.734088
18.0,787,3179.109992
34.0,856,3196.848985
45.0,1134,3220.91745
35.0,786,3237.261926
18.0,645,3250.471635
24.0,803,3265.721595
29.0,937,3283.659613
30.0,991,3304.555813
35.0,716,3318.459652
26.0,827,3334.95704
55.0,1290,3362.380047
41.0,898,3380.657611
55.0,1253,3405.110056
25.0,708,3419.989583
35.0,1244,3445.614022
30.0,812,3461.803962
26.0,800,3477.17732
20.0,616,3489.32273
55.0,1159,3513.36376
25.0,941,3532.093333
28.0,897,3550.738355
43.0,823,3568.448649
25.0,885,3587.05533
27.0,666,3600.71273
26.0,949,3620.734457
39.0,1180,3644.987237
36.0,1085,3667.182658
30.0,942,3686.40555
71.0,1409,3714.879815
43.0,997,3735.117892
52.0,1223,3761.016126
89.0,1482,3791.076989
85.0,1747,3825.807163
53.0,1334,3854.031874
36.0,1014,3875.033623
52.0,995,3895.761691
51.0,1399,3923.70551
55.0,1297,3949.821953
53.0,1230,3974.776822
72.0,1474,4004.387435
37.0,1135,4027.083813
88.0,1583,4058.892801
96.0,1390,4087.175642
32.0,888,4104.828913
50.0,1173,4128.425295
56.0,1283,4153.359347
64.0,1341,4181.009808
44.0,1253,4206.994873
46.0,1070,4228.529741
69.0,1566,4261.044986
90.0,1619,4293.904947
79.0,1535,4325.122903
86.0,1610,4358.151746
45.0,1158,4381.040751
60.0,1060,4403.119843
190.0,1148,4427.797588
83.0,1497,4458.475481
105.0,1377,4485.713701
74.0,1370,4513.246804
50.0,854,4530.074243
121.0,1756,4565.249943
57.0,1297,4592.210915
92.0,1519,4622.666705
