#{"t_start": 1514956012.7254312, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,205,323.890615
2.0,190,326.218816
7.0,449,331.938214
2.0,201,334.439228
1.0,155,336.266711
1.0,155,338.130433
1.0,175,340.221887
2.0,202,342.697873
0.0,129,344.238098
5.0,351,348.695558
0.0,129,350.24687
0.0,123,351.673411
1.0,175,353.792586
4.0,300,357.592714
4.0,301,361.365716
2.0,204,363.856589
0.0,127,365.404227
3.0,250,368.516927
1.0,155,370.40172
1.0,173,372.500435
1.0,173,374.598234
0.0,127,376.053741
3.0,272,379.423502
2.0,201,381.93181
0.0,127,383.427135
0.0,129,384.942358
1.0,173,387.073756
0.0,127,388.620952
2.0,206,391.086562
4.0,297,394.852882
0.0,127,396.35694
0.0,127,397.847102
2.0,224,400.590128
2.0,204,403.10573
0.0,127,404.581183
1.0,175,406.721402
2.0,200,409.17236
0.0,127,410.648474
0.0,127,412.176816
3.0,233,414.985881
1.0,175,417.073588
0.0,129,418.542867
0.0,127,420.07068
0.0,127,421.529203
1.0,157,423.396825
1.0,175,425.552217
6.0,358,430.11444
2.0,217,432.820478
3.0,252,435.944803
0.0,123,437.383812
4.0,256,440.567646
0.0,127,442.050847
1.0,173,444.124797
0.0,125,445.586984
1.0,157,447.508392
0.0,125,449.047298
0.0,127,450.567782
0.0,127,452.022246
1.0,169,454.916779
5.0,348,462.540794
2.0,201,466.739362
0.0,129,469.331973
2.0,224,473.991233
0.0,127,476.978303
0.0,127,479.400155
1.0,157,482.09525
2.0,202,486.22487
2.0,207,490.250884
0.0,127,492.590847
2.0,201,496.515105
2.0,224,500.938276
4.0,299,506.877391
6.0,356,515.124077
4.0,297,521.175315
1.0,173,524.990733
2.0,224,529.585632
2.0,199,534.041989
3.0,228,538.692373
1.0,172,541.583784
2.0,202,546.40586
0.0,127,548.754752
2.0,202,552.89245
7.0,433,562.338017
1.0,177,565.701608
0.0,127,568.253599
6.0,398,577.06887
3.0,246,581.990722
5.0,352,588.89932
0.0,125,591.373832
3.0,246,596.784784
0.0,129,599.425573
0.0,129,602.233603
4.0,322,608.28825
4.0,291,614.186746
0.0,129,616.679369
2.0,221,621.226352
2.0,202,625.198602
1.0,171,628.575985
0.0,127,631.678283
0.0,129,634.787235
1.0,176,638.608192
3.0,252,644.330651
0.0,129,646.562235
0.0,129,649.252251
0.0,129,651.856306
0.0,125,653.929487
8.0,442,663.955254
2.0,198,667.78413
0.0,129,670.36398
9.0,424,678.964869
2.0,202,683.341064
0.0,127,685.634007
0.0,129,688.557249
2.0,200,692.474466
3.0,270,698.144147
0.0,125,700.650099
7.0,322,707.285211
0.0,125,709.849406
1.0,157,713.018884
5.0,349,720.986611
2.0,200,725.566182
5.0,330,732.983263
2.0,218,737.323091
5.0,348,744.072667
0.0,127,746.388304
0.0,127,748.658159
7.0,430,757.624608
0.0,125,759.937088
2.0,198,764.059131
2.0,200,768.099004
0.0,129,770.295176
2.0,202,774.860947
0.0,129,777.254327
0.0,129,779.389436
0.0,125,781.828097
0.0,127,784.788149
2.0,202,788.460241
0.0,129,790.685804
0.0,129,793.707344
0.0,127,796.205789
6.0,382,804.221167
0.0,127,806.550148
0.0,127,808.784088
0.0,129,811.678223
2.0,202,815.798503
0.0,127,818.394292
0.0,129,820.71471
2.0,202,824.803927
0.0,129,827.160449
0.0,127,829.339802
5.0,350,836.707124
0.0,127,839.581512
0.0,125,842.044476
2.0,200,846.32801
0.0,127,848.818709
14.0,505,858.728324
2.0,200,862.635897
0.0,125,865.14332
4.0,319,870.866115
4.0,297,876.737762
4.0,321,882.702082
0.0,129,885.254081
0.0,127,887.700859
10.0,454,896.731079
0.0,125,898.908745
0.0,129,902.460309
0.0,125,905.03415
0.0,127,907.581226
0.0,127,910.586971
5.0,350,918.092096
10.0,433,927.359367
2.0,202,931.370644
5.0,350,938.559167
2.0,202,942.730789
0.0,127,945.338245
0.0,125,948.115509
0.0,129,950.658964
8.0,375,959.206865
9.0,382,967.233808
4.0,297,973.414716
2.0,202,977.835714
0.0,125,980.233118
2.0,202,984.294953
2.0,198,987.965049
2.0,200,992.046484
2.0,198,995.95463
0.0,129,998.385579
5.0,350,1005.074715
4.0,301,1011.902138
8.0,350,1019.307907
3.0,248,1024.231982
0.0,129,1027.173868
2.0,198,1030.987895
0.0,129,1033.621129
9.0,404,1042.134891
0.0,129,1044.87768
0.0,125,1047.828537
0.0,129,1050.416044
0.0,127,1052.275387
5.0,328,1059.53996
0.0,127,1062.160832
0.0,127,1064.308878
0.0,127,1067.06187
5.0,350,1074.075508
5.0,350,1080.915894
0.0,127,1083.27245
0.0,129,1085.915956
0.0,127,1088.318251
0.0,129,1090.727323
0.0,129,1093.022467
2.0,200,1096.9228
0.0,129,1099.378077
5.0,352,1106.631793
0.0,125,1108.948506
0.0,129,1111.68159
0.0,127,1114.035954
2.0,200,1117.832957
5.0,350,1125.252403
4.0,297,1131.053038
0.0,129,1133.761749
0.0,127,1136.158129
0.0,129,1138.10787
0.0,125,1140.869184
2.0,200,1145.554672
0.0,127,1148.202457
0.0,127,1150.213199
5.0,350,1156.787133
0.0,129,1159.632616
0.0,129,1162.498704
11.0,485,1172.782195
0.0,125,1175.66502
0.0,129,1178.531118
2.0,198,1182.535852
0.0,127,1184.725996
5.0,350,1192.097234
0.0,125,1194.731553
5.0,350,1202.378482
0.0,127,1204.922021
5.0,350,1212.758251
9.0,404,1221.181953
0.0,125,1223.4695
0.0,127,1225.994187
0.0,129,1228.623117
5.0,350,1236.03365
2.0,202,1240.568839
0.0,125,1243.054814
2.0,202,1247.697891
5.0,350,1255.057515
0.0,129,1257.587891
2.0,200,1261.246744
0.0,129,1263.626417
5.0,350,1270.319719
9.0,380,1278.342335
2.0,202,1282.827563
0.0,125,1285.23499
0.0,127,1287.572364
0.0,127,1290.492104
5.0,350,1298.088877
0.0,127,1300.975434
2.0,202,1304.740595
2.0,202,1309.336731
0.0,129,1311.647953
0.0,129,1313.831703
0.0,129,1316.516653
0.0,129,1319.125459
5.0,350,1326.947175
0.0,129,1329.499246
0.0,129,1331.874899
4.0,297,1338.09854
0.0,127,1341.137383
6.0,380,1348.518069
0.0,129,1351.225312
0.0,129,1353.953297
9.0,404,1362.2254
1.0,171,1365.346495
1.0,155,1368.472178
1.0,155,1371.500774
1.0,175,1375.196176
5.0,327,1381.862533
0.0,129,1384.64703
6.0,400,1394.029344
0.0,125,1396.372858
1.0,172,1400.018572
0.0,127,1402.716671
2.0,202,1406.573665
0.0,125,1409.483241
10.0,450,1418.661738
2.0,202,1422.164703
0.0,129,1425.23915
0.0,127,1427.695501
