#{"t_start": 1514956012.6140382, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,322.974805
0.0,129,324.49338
3.0,252,327.583233
1.0,155,329.439365
1.0,155,331.254607
0.0,129,332.857812
2.0,200,335.324526
2.0,223,338.042152
1.0,155,339.870403
1.0,174,341.988429
2.0,224,344.791173
0.0,127,346.269583
0.0,127,347.784565
0.0,127,349.279999
0.0,127,350.827707
2.0,223,353.547414
0.0,129,355.122397
1.0,155,356.945154
2.0,202,359.424226
0.0,129,360.943807
0.0,127,362.464662
0.0,125,363.863978
0.0,127,365.415084
2.0,224,368.188189
0.0,127,369.698301
3.0,275,373.17818
1.0,158,375.054121
3.0,248,378.091627
0.0,129,379.611466
5.0,330,383.787496
4.0,299,387.650066
0.0,125,389.141171
2.0,225,391.841848
0.0,129,393.358298
0.0,129,394.876273
4.0,301,398.723465
2.0,198,401.071951
0.0,129,402.619358
3.0,248,405.687563
1.0,173,407.808349
2.0,222,410.54853
3.0,253,413.699608
2.0,183,415.897113
1.0,172,417.902461
1.0,155,419.75176
1.0,173,421.847737
1.0,175,423.950937
2.0,219,426.693922
2.0,224,429.483399
1.0,173,431.557838
1.0,178,433.751617
2.0,204,436.254933
2.0,202,438.729925
0.0,127,440.220657
1.0,153,441.994969
3.0,252,445.182618
0.0,127,446.684624
0.0,129,448.248117
2.0,204,450.795287
1.0,173,452.8693
3.0,250,458.072536
1.0,170,461.704801
1.0,153,464.886886
2.0,225,469.563198
0.0,125,472.256216
1.0,173,476.024361
0.0,127,478.379205
1.0,177,481.751321
0.0,129,484.28374
0.0,127,486.622117
0.0,127,488.990427
1.0,174,492.401615
1.0,155,495.396291
2.0,201,498.836262
0.0,127,501.593118
2.0,223,505.982109
1.0,175,509.730593
5.0,331,517.025419
0.0,127,519.577209
2.0,218,524.293956
2.0,204,528.397966
2.0,224,533.501849
0.0,125,535.962449
3.0,271,540.928455
1.0,155,544.220367
1.0,169,547.984491
2.0,224,552.439847
0.0,125,554.76267
3.0,252,559.988533
0.0,127,562.862557
4.0,282,568.618199
4.0,278,574.734406
0.0,127,577.261156
0.0,123,579.376624
0.0,127,582.035512
2.0,186,585.796907
1.0,173,588.83077
2.0,220,593.263143
1.0,171,597.221696
3.0,248,602.534266
3.0,275,607.75091
0.0,129,610.001936
1.0,155,613.175889
1.0,155,615.991391
2.0,226,620.913043
2.0,222,625.251695
2.0,204,629.80605
0.0,129,632.959048
2.0,202,637.359235
0.0,127,640.164379
0.0,127,642.724467
4.0,320,649.620759
6.0,423,658.580851
0.0,127,661.265546
1.0,173,664.799986
6.0,396,672.968432
1.0,157,675.857502
4.0,299,682.315268
0.0,129,684.788728
9.0,527,696.200049
10.0,475,706.073589
5.0,352,713.966707
0.0,129,716.794441
1.0,175,720.481392
0.0,125,723.107694
0.0,127,725.787845
0.0,127,728.447941
4.0,301,734.990935
2.0,200,738.858605
1.0,153,741.559947
0.0,129,743.958606
0.0,129,746.447406
0.0,125,748.70576
10.0,456,758.318399
1.0,173,761.511737
0.0,129,764.166227
0.0,127,766.608877
0.0,129,768.87057
0.0,127,771.501123
2.0,200,775.835353
0.0,125,777.868698
0.0,127,780.1142
0.0,129,782.860209
1.0,174,786.592235
0.0,127,788.668169
2.0,198,792.838883
0.0,127,795.407821
0.0,127,798.154051
5.0,350,805.169919
0.0,127,807.432062
0.0,127,809.751326
9.0,385,818.472113
2.0,224,823.120642
2.0,226,827.32045
0.0,129,829.514005
0.0,129,832.182124
4.0,319,838.818544
1.0,173,842.632707
0.0,127,845.110834
2.0,202,849.379197
10.0,431,857.762669
2.0,200,861.557534
5.0,352,868.544359
3.0,274,873.805007
0.0,127,875.866796
0.0,127,878.474214
5.0,350,885.233757
0.0,129,887.53014
9.0,404,895.594219
4.0,297,902.545507
0.0,129,905.205421
0.0,127,907.755128
0.0,129,910.763638
2.0,202,914.482584
0.0,129,917.109287
2.0,202,921.72261
1.0,155,924.778565
6.0,397,933.130815
2.0,202,937.043082
0.0,129,939.594013
0.0,125,942.253283
5.0,350,949.806581
0.0,129,952.685265
0.0,129,955.660279
0.0,127,958.230196
0.0,125,960.749306
0.0,125,963.076514
8.0,375,970.904285
0.0,127,973.06623
0.0,129,976.095606
0.0,125,978.581788
0.0,129,980.953023
0.0,127,983.436606
0.0,129,986.081427
4.0,297,991.870467
0.0,125,994.020363
3.0,248,998.980417
4.0,297,1004.712617
0.0,129,1007.644868
2.0,202,1011.942566
0.0,127,1014.343999
10.0,433,1023.298728
9.0,380,1031.541279
0.0,129,1034.13717
0.0,129,1037.083336
9.0,404,1045.453806
0.0,129,1048.428091
4.0,297,1054.338916
2.0,202,1058.522411
0.0,127,1061.11767
10.0,433,1070.392583
0.0,127,1072.636424
1.0,155,1075.278066
5.0,350,1082.520152
1.0,173,1085.997011
0.0,127,1088.402739
4.0,297,1094.449702
5.0,350,1101.458227
9.0,404,1109.892646
4.0,297,1115.663896
0.0,127,1118.264696
3.0,248,1123.21883
2.0,200,1127.495777
0.0,125,1129.601053
0.0,129,1131.805613
0.0,129,1134.640362
2.0,202,1138.174606
5.0,350,1146.653244
4.0,297,1152.237039
0.0,127,1154.537697
5.0,350,1162.246323
3.0,248,1167.049701
5.0,350,1174.649508
0.0,127,1177.746269
0.0,123,1179.967442
0.0,127,1182.642589
0.0,127,1184.836595
9.0,404,1193.359654
0.0,127,1196.61361
2.0,198,1200.721224
2.0,224,1205.059537
4.0,297,1211.388368
0.0,127,1214.17706
2.0,198,1217.913185
0.0,129,1220.504571
0.0,125,1222.944119
2.0,202,1227.280287
0.0,129,1229.956157
0.0,129,1232.11808
2.0,202,1236.4487
3.0,248,1242.244356
0.0,127,1244.428418
4.0,297,1251.214931
0.0,129,1253.754313
4.0,297,1259.675799
12.0,530,1269.916476
0.0,127,1272.371773
4.0,297,1278.876344
0.0,127,1281.701428
2.0,202,1285.670069
0.0,127,1288.089026
5.0,350,1295.909068
3.0,248,1301.400926
9.0,380,1309.62422
5.0,350,1316.665957
0.0,127,1319.235993
9.0,404,1328.278796
4.0,297,1334.390441
0.0,129,1337.002563
0.0,127,1339.779916
2.0,200,1343.41199
2.0,198,1347.448199
3.0,246,1352.962211
10.0,435,1361.940238
1.0,157,1364.677584
1.0,178,1368.18612
0.0,127,1370.856944
9.0,404,1379.576369
7.0,446,1389.341348
0.0,129,1392.14359
9.0,404,1401.112607
1.0,157,1404.54545
0.0,125,1406.594168
11.0,458,1416.252708
0.0,129,1418.845946
9.0,380,1426.70061
0.0,129,1429.091012
5.0,347,1436.873884
4.0,295,1443.19808
9.0,403,1451.371686
5.0,350,1459.198496
9.0,382,1467.251589
5.0,330,1473.898782
1.0,157,1476.603639
0.0,129,1479.081676
3.0,248,1484.087194
5.0,350,1491.84324
6.0,396,1500.248105
6.0,357,1507.235824
9.0,401,1515.855591
5.0,329,1522.646678
0.0,129,1525.118884
2.0,185,1528.445574
0.0,129,1531.056592
3.0,229,1535.909968
1.0,157,1538.87623
