#{"t_start": 1514956012.4151752, "gym_version": "0.9.4", "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,254,324.856825
1.0,157,326.747759
3.0,274,330.101736
0.0,123,331.52197
0.0,125,333.056116
1.0,173,335.178039
1.0,173,337.222626
2.0,184,339.476834
0.0,127,340.97443
1.0,155,342.826745
0.0,125,344.280774
0.0,127,345.750048
0.0,127,347.257706
1.0,171,349.348557
0.0,129,350.915379
0.0,129,352.451393
1.0,173,354.487718
0.0,127,356.034191
0.0,129,357.544773
0.0,129,359.053629
2.0,220,361.764438
3.0,248,364.858931
0.0,127,366.414253
1.0,175,368.523767
0.0,127,370.018393
0.0,125,371.486678
0.0,129,373.03402
4.0,280,376.478857
1.0,153,378.311481
3.0,251,381.428322
0.0,125,382.906097
1.0,173,385.005286
0.0,129,386.54914
2.0,186,388.882719
0.0,129,390.359916
2.0,201,392.81479
3.0,248,395.919301
2.0,186,398.218093
0.0,127,399.699533
2.0,204,402.149088
0.0,125,403.665829
4.0,321,407.673974
3.0,257,410.891303
2.0,206,413.426183
1.0,173,415.490384
4.0,281,418.922992
2.0,200,421.361109
1.0,155,423.224944
0.0,127,424.737574
0.0,129,426.296501
0.0,129,427.797632
1.0,155,429.656874
1.0,171,431.705796
1.0,155,433.593198
1.0,178,435.765985
0.0,129,437.260202
1.0,171,439.299114
0.0,129,440.850039
3.0,233,443.710475
4.0,301,447.525819
0.0,125,449.039398
1.0,173,451.200907
0.0,127,452.665401
2.0,222,456.76089
1.0,176,460.444624
2.0,220,465.246801
0.0,127,467.888929
0.0,129,470.729232
1.0,177,474.189665
1.0,157,477.80607
4.0,317,484.008866
0.0,125,486.42219
0.0,125,488.529648
1.0,175,491.856909
1.0,176,495.435031
4.0,284,501.14815
0.0,129,503.631505
0.0,129,505.804961
0.0,129,508.553494
2.0,200,513.008416
0.0,127,515.553865
1.0,173,519.194585
0.0,129,521.482259
0.0,127,524.393678
2.0,206,528.525645
3.0,272,534.474788
0.0,129,537.365509
0.0,129,539.459118
