value_loss,fps,explained_variance,policy_entropy,nupdates,total_timesteps
0.00018676600302569568,,-32.83403778076172,1.385454773902893,1,80
0.012125924229621887,36,0.011418402194976807,1.3853410482406616,100,8000
5.8621673815650865e-05,70,-2.766188859939575,1.38546884059906,200,16000
0.00026946194702759385,102,-6.170683860778809,1.3854072093963623,300,24000
0.009112375788390636,133,-0.11249876022338867,1.3853931427001953,400,32000
0.012040036730468273,162,-0.04510331153869629,1.3846147060394287,500,40000
0.002293327357620001,189,-0.47660207748413086,1.383020281791687,600,48000
0.042788226157426834,214,0.017648160457611084,1.3824336528778076,700,56000
0.0064324187114834785,239,-0.13362395763397217,1.3852545022964478,800,64000
0.002203125972300768,262,-0.2292877435684204,1.3809597492218018,900,72000
0.002748367842286825,284,-0.009119272232055664,1.3767337799072266,1000,80000
0.050473082810640335,305,-0.009441137313842773,1.3316986560821533,1100,88000
0.0010186927393078804,325,-0.2970914840698242,1.3413848876953125,1200,96000
0.013762621209025383,345,0.016155898571014404,1.3792955875396729,1300,104000
0.0017004944384098053,363,-0.06742584705352783,1.3744889497756958,1400,112000
0.019038449972867966,381,-0.00890970230102539,1.3752604722976685,1500,120000
0.07122556120157242,397,0.012921571731567383,1.3734833002090454,1600,128000
0.0025482685305178165,414,-0.006498217582702637,1.372950553894043,1700,136000
0.0029399406630545855,429,-0.053247928619384766,1.3803622722625732,1800,144000
0.0031361219007521868,444,0.006751894950866699,1.383584976196289,1900,152000
0.0012944882037118077,458,0.05340641736984253,1.3839322328567505,2000,160000
1.610135041119065e-05,472,0.7952692955732346,1.3816765546798706,2100,168000
1.2670575415540952e-05,485,0.9015530720353127,1.3835909366607666,2200,176000
0.003316029906272888,498,-0.016150712966918945,1.3811062574386597,2300,184000
0.04950527846813202,510,0.017543315887451172,1.3826453685760498,2400,192000
0.0201430581510067,522,0.027710795402526855,1.3799188137054443,2500,200000
0.03338347747921944,534,0.034809112548828125,1.3830506801605225,2600,208000
0.012850387021899223,544,0.01936948299407959,1.383085012435913,2700,216000
0.025475164875388145,555,0.05121052265167236,1.3852872848510742,2800,224000
0.030709486454725266,566,0.04490619897842407,1.3859655857086182,2900,232000
0.0002410943852737546,576,0.23631644248962402,1.3851306438446045,3000,240000
0.029976973310112953,585,0.011300265789031982,1.3853962421417236,3100,248000
0.03181350976228714,595,0.0240667462348938,1.3857332468032837,3200,256000
0.0033413071651011705,604,-0.03803884983062744,1.3860340118408203,3300,264000
0.0033627967350184917,612,-0.04022872447967529,1.3847320079803467,3400,272000
0.0026061402168124914,620,0.09429413080215454,1.3845462799072266,3500,280000
0.02448207512497902,628,0.03815352916717529,1.3856544494628906,3600,288000
0.0010773566318675876,636,0.025749504566192627,1.3846145868301392,3700,296000
0.0005860450910404325,644,0.1596519947052002,1.3828831911087036,3800,304000
0.0031035407446324825,652,0.07385772466659546,1.3853520154953003,3900,312000
0.0019087111577391624,659,0.02466559410095215,1.3841075897216797,4000,320000
0.030155766755342484,666,0.04582381248474121,1.3819143772125244,4100,328000
0.0004941485240124166,673,0.1124575138092041,1.3813070058822632,4200,336000
0.0025863724295049906,680,0.03993868827819824,1.3816827535629272,4300,344000
0.03351093828678131,686,0.0582309365272522,1.3827884197235107,4400,352000
0.0008989533525891602,693,0.07374948263168335,1.3829634189605713,4500,360000
0.0007188939489424229,699,0.07225704193115234,1.3822135925292969,4600,368000
0.023840801790356636,705,0.08344274759292603,1.3839993476867676,4700,376000
