explained_variance,fps,nupdates,policy_entropy,value_loss,total_timesteps
0.2724032402038574,639,4100,1.299075722694397,0.012265858240425587,328000
0.466758131980896,645,4200,1.3763606548309326,0.0016042666975408792,336000
0.8362653106451035,652,4300,1.3661547899246216,0.0027731347363442183,344000
0.9447530284523964,658,4400,1.3749536275863647,0.001384661765769124,352000
0.16374576091766357,664,4500,1.3835418224334717,0.031514622271060944,360000
0.13306236267089844,669,4600,1.3835951089859009,0.020793424919247627,368000
0.5706936419010162,675,4700,1.3759524822235107,0.0032050423324108124,376000
0.771109402179718,681,4800,1.376206636428833,0.00332660973072052,384000
0.4607720971107483,686,4900,1.372380256652832,0.027875646948814392,392000
0.20876175165176392,691,5000,1.3754839897155762,0.040310561656951904,400000
0.4115521311759949,696,5100,1.3750137090682983,0.039223916828632355,408000
0.2257797122001648,701,5200,1.3714145421981812,0.0035373636055737734,416000
0.3902338743209839,706,5300,1.3830705881118774,0.031783830374479294,424000
0.9635866247117519,711,5400,1.380156397819519,0.0002571751829236746,432000
0.2697216868400574,716,5500,1.3516600131988525,0.009339170530438423,440000
0.9615292586386204,720,5600,1.3446255922317505,0.0005357833579182625,448000
0.1972087025642395,725,5700,1.3339322805404663,0.009722337126731873,456000
-0.2101590633392334,729,5800,1.2024586200714111,0.011318974196910858,464000
0.5701628029346466,733,5900,1.3558164834976196,0.005901378579437733,472000
0.3308281898498535,737,6000,1.339755892753601,0.009542920626699924,480000
0.19198840856552124,742,6100,1.3617304563522339,0.047209836542606354,488000
0.3973965644836426,746,6200,1.3764053583145142,0.024218033999204636,496000
0.12349128723144531,750,6300,1.3780696392059326,0.01921822503209114,504000
0.34497565031051636,753,6400,1.362056851387024,0.04009251669049263,512000
0.6159642040729523,757,6500,1.3793362379074097,0.01139178965240717,520000
-0.2665508985519409,761,6600,1.3778774738311768,0.048140477389097214,528000
0.9645887427031994,764,6700,1.3838599920272827,0.0006536503788083792,536000
0.8886209428310394,768,6800,1.3682169914245605,0.002606011927127838,544000
0.029127299785614014,771,6900,1.3560312986373901,0.01895938627421856,552000
0.35330456495285034,775,7000,1.3743064403533936,0.0333072654902935,560000
0.45101338624954224,778,7100,1.3701146841049194,0.004031667951494455,568000
-0.0030144453048706055,781,7200,1.362835168838501,0.03751327842473984,576000
0.3743383288383484,784,7300,1.3659021854400635,0.023190509527921677,584000
0.18851768970489502,787,7400,1.3832014799118042,0.03195253759622574,592000
0.04777324199676514,790,7500,1.3849338293075562,0.03780081495642662,600000
0.013965189456939697,793,7600,1.3810640573501587,0.006651370320469141,608000
0.8086734861135483,796,7700,1.3830007314682007,0.00371718592941761,616000
0.9529705233871937,799,7800,1.3653526306152344,0.003962889313697815,624000
0.8340650796890259,802,7900,1.3606621026992798,0.0018357578665018082,632000
0.9074694067239761,805,8000,1.375612497329712,0.004198591224849224,640000
0.5836988985538483,808,8100,1.3710567951202393,0.005160186439752579,648000
0.6227162480354309,810,8200,1.3580238819122314,0.020643210038542747,656000
0.63926762342453,813,8300,1.3804137706756592,0.008058951236307621,664000
0.5441676676273346,816,8400,1.3798091411590576,0.034444257616996765,672000
0.24765968322753906,818,8500,1.3826225996017456,0.025366285815835,680000
0.18220746517181396,821,8600,1.3766770362854004,0.036879442632198334,688000
0.2363634705543518,823,8700,1.3658952713012695,0.034331269562244415,696000
0.7818482518196106,825,8800,1.3819578886032104,0.00309158768504858,704000
0.35294097661972046,828,8900,1.3784652948379517,0.0314604677259922,712000
0.3321623206138611,830,9000,1.3766924142837524,0.028422757983207703,720000
0.03208112716674805,832,9100,1.3766915798187256,0.05456895753741264,728000
0.9031014293432236,834,9200,1.3678772449493408,0.0005631580715999007,736000
0.22829800844192505,837,9300,1.3729512691497803,0.009352989494800568,744000
0.572163999080658,839,9400,1.3810818195343018,0.01878330484032631,752000
0.6079294979572296,841,9500,1.3756418228149414,0.01193257886916399,760000
0.3571823239326477,843,9600,1.370658040046692,0.01200080942362547,768000
0.7070680260658264,845,9700,1.3559627532958984,0.001600242918357253,776000
0.8946585655212402,847,9800,1.3827462196350098,0.0014427651185542345,784000
0.20346039533615112,849,9900,1.3762483596801758,0.03022523783147335,792000
-0.2289341688156128,851,10000,1.3729465007781982,0.020837951451539993,800000
0.9723757486790419,853,10100,1.3815250396728516,0.0007009599939920008,808000
0.9793891087174416,855,10200,1.3770461082458496,0.0013762583257630467,816000
0.3877084255218506,857,10300,1.3723249435424805,0.016600115224719048,824000
0.6123445928096771,858,10400,1.3788049221038818,0.023800892755389214,832000
0.6490679383277893,860,10500,1.3708593845367432,0.006473516579717398,840000
0.21794050931930542,862,10600,1.3666355609893799,0.030138636007905006,848000
0.11023467779159546,864,10700,1.2996692657470703,0.015054449439048767,856000
0.04704552888870239,866,10800,1.370214581489563,0.018326815217733383,864000
-0.025174379348754883,867,10900,1.3796876668930054,0.06338121742010117,872000
-0.054676175117492676,869,11000,1.3580249547958374,0.02583461068570614,880000
0.37799906730651855,870,11100,1.3700755834579468,0.03632178157567978,888000
0.44764018058776855,872,11200,1.37713623046875,0.0030201629269868135,896000
-7.4894866943359375,874,11300,1.3802460432052612,0.009655000641942024,904000
0.33656519651412964,875,11400,1.3838560581207275,0.059175096452236176,912000
0.32205450534820557,877,11500,1.3802235126495361,0.044596605002880096,920000
-0.08938980102539062,878,11600,1.3689632415771484,0.01421448029577732,928000
0.4869898557662964,880,11700,1.3800451755523682,0.018599161878228188,936000
0.27266067266464233,881,11800,1.3774296045303345,0.05662739276885986,944000
0.8490134030580521,883,11900,1.3780415058135986,0.001870710402727127,952000
0.24090665578842163,884,12000,1.385039210319519,0.0416983924806118,960000
0.736825704574585,886,12100,1.376383662223816,0.0014775783056393266,968000
0.3288460373878479,888,12200,1.3847919702529907,0.035766422748565674,976000
0.4368104934692383,889,12300,1.36491060256958,0.021471714600920677,984000
0.5810606777667999,890,12400,1.3828775882720947,0.003568502841517329,992000
0.8176209032535553,892,12500,1.3774592876434326,0.000973729882389307,1000000
0.36852025985717773,893,12600,1.3769935369491577,0.008473389782011509,1008000
0.8974270969629288,895,12700,1.3837374448776245,0.0026163291186094284,1016000
0.21110022068023682,896,12800,1.377915382385254,0.003279631957411766,1024000
-0.07871341705322266,897,12900,1.3521102666854858,0.07576196640729904,1032000
0.9436816982924938,898,13000,1.3798738718032837,0.0008442159742116928,1040000
0.7045294046401978,900,13100,1.3728936910629272,0.0075879269279539585,1048000
0.3089861273765564,901,13200,1.3795918226242065,0.029204118996858597,1056000
0.7471983730792999,902,13300,1.3715438842773438,0.0027131265960633755,1064000
0.8683783411979675,904,13400,1.3812434673309326,0.0019567597191780806,1072000
-0.08896505832672119,905,13500,1.3763186931610107,0.0579189658164978,1080000
0.440765380859375,906,13600,1.3739750385284424,0.007285389117896557,1088000
0.9855360835790634,907,13700,1.370582938194275,0.00018573385023046285,1096000
0.360012948513031,909,13800,1.3700580596923828,0.02463284507393837,1104000
0.40182608366012573,910,13900,1.3804632425308228,0.06875324249267578,1112000
0.7409259080886841,911,14000,1.3771270513534546,0.015176206827163696,1120000
-1.3875560760498047,912,14100,1.380240797996521,0.0007354835979640484,1128000
0.16587615013122559,913,14200,1.3828561305999756,0.01096406765282154,1136000
0.8451171070337296,914,14300,1.3769134283065796,0.0031433545518666506,1144000
0.49249452352523804,916,14400,1.3798717260360718,0.07236247509717941,1152000
-0.015915751457214355,916,14500,1.3752679824829102,0.036281924694776535,1160000
0.3778423070907593,917,14600,1.3814958333969116,0.002888490678742528,1168000
0.9305416718125343,919,14700,1.383422613143921,0.0008826786652207375,1176000
0.8464033603668213,920,14800,1.3799371719360352,0.002088566543534398,1184000
0.8188133388757706,921,14900,1.3830437660217285,0.004003510344773531,1192000
0.7954997420310974,922,15000,1.3814396858215332,0.0019307767506688833,1200000
0.46098679304122925,923,15100,1.3777685165405273,0.03679301589727402,1208000
0.39786630868911743,924,15200,1.366239070892334,0.007148244883865118,1216000
0.9592610336840153,925,15300,1.3828201293945312,0.0005984784220345318,1224000
0.08961695432662964,926,15400,1.3644946813583374,0.03941746801137924,1232000
0.41474562883377075,927,15500,1.3754160404205322,0.030674269422888756,1240000
0.3067131042480469,928,15600,1.3829199075698853,0.033349402248859406,1248000
0.4030192494392395,929,15700,1.3743098974227905,0.007144120987504721,1256000
0.5051264464855194,930,15800,1.3740676641464233,0.0060083577409386635,1264000
-0.21810710430145264,931,15900,1.3686721324920654,0.013699074275791645,1272000
0.06106770038604736,932,16000,1.362898826599121,0.024063169956207275,1280000
0.9699052851647139,933,16100,1.3816182613372803,0.0003165439120493829,1288000
0.8924157544970512,933,16200,1.3826756477355957,0.0008443135884590447,1296000
0.7879334986209869,934,16300,1.37704336643219,0.008323842659592628,1304000
0.064430832862854,935,16400,1.3339141607284546,0.006219631060957909,1312000
0.6261810958385468,936,16500,1.3618357181549072,0.006811088416725397,1320000
0.97099787928164,937,16600,1.378374695777893,0.0006806250894442201,1328000
0.6423545181751251,938,16700,1.3817174434661865,0.04684065282344818,1336000
0.8949694260954857,939,16800,1.3800914287567139,0.004355981945991516,1344000
0.7383080720901489,940,16900,1.3769042491912842,0.000752064457628876,1352000
0.8989706039428711,940,17000,1.377022385597229,0.0012399583356454968,1360000
0.5044187605381012,941,17100,1.3798840045928955,0.020102480426430702,1368000
0.5095073580741882,942,17200,1.3779160976409912,0.019464492797851562,1376000
0.6081206500530243,943,17300,1.3646955490112305,0.005261708050966263,1384000
-0.18309879302978516,944,17400,1.3234853744506836,0.007663837168365717,1392000
0.634208083152771,944,17500,1.3789660930633545,0.018716145306825638,1400000
0.4688170552253723,945,17600,1.3788530826568604,0.021915335208177567,1408000
0.61160808801651,946,17700,1.380919098854065,0.011117473244667053,1416000
0.7198157906532288,947,17800,1.3832074403762817,0.017476296052336693,1424000
0.34407007694244385,947,17900,1.3750293254852295,0.03822720795869827,1432000
0.17815744876861572,948,18000,1.355458378791809,0.011156437918543816,1440000
0.3885229825973511,949,18100,1.355947732925415,0.025448817759752274,1448000
0.21986889839172363,949,18200,1.365027666091919,0.03225775435566902,1456000
-0.36868155002593994,950,18300,1.3696839809417725,0.01415117084980011,1464000
0.9361455291509628,951,18400,1.3786914348602295,0.0006125759100541472,1472000
0.5272694528102875,952,18500,1.3706815242767334,0.015750253573060036,1480000
0.9564798399806023,952,18600,1.384305477142334,0.0007667829049751163,1488000
0.05281698703765869,953,18700,1.3732110261917114,0.020670078694820404,1496000
0.378532350063324,954,18800,1.3751360177993774,0.015707725659012794,1504000
0.4892399311065674,954,18900,1.3789167404174805,0.00499172555282712,1512000
-0.4429299831390381,955,19000,1.3779942989349365,0.03416813910007477,1520000
0.895788200199604,956,19100,1.369109869003296,0.0009454999235458672,1528000
0.3777480721473694,956,19200,1.366860270500183,0.028193587437272072,1536000
0.5578731596469879,957,19300,1.3811674118041992,0.025312939658761024,1544000
0.6346416473388672,958,19400,1.3702051639556885,0.02829275093972683,1552000
0.5197277963161469,958,19500,1.38108229637146,0.04540349543094635,1560000
0.3881152868270874,959,19600,1.3708043098449707,0.014206863939762115,1568000
-0.0817798376083374,960,19700,1.3779995441436768,0.02336050570011139,1576000
0.7013560235500336,960,19800,1.3737748861312866,0.010077239945530891,1584000
0.45398974418640137,961,19900,1.377042531967163,0.014603604562580585,1592000
0.4999350905418396,962,20000,1.3809987306594849,0.04447967931628227,1600000
0.2690403461456299,962,20100,1.3820298910140991,0.003636212320998311,1608000
0.13695675134658813,963,20200,1.3622182607650757,0.014468839392066002,1616000
0.4963739514350891,964,20300,1.379022479057312,0.015960225835442543,1624000
0.5118919610977173,964,20400,1.372873067855835,0.041846197098493576,1632000
0.45647335052490234,965,20500,1.3450443744659424,0.04858089238405228,1640000
0.03012669086456299,966,20600,1.3601175546646118,0.030319202691316605,1648000
0.3595374822616577,966,20700,1.3779096603393555,0.0055334242060780525,1656000
0.44954758882522583,967,20800,1.381178855895996,0.012369380332529545,1664000
0.4138911962509155,967,20900,1.3753316402435303,0.0775218978524208,1672000
0.5562666058540344,968,21000,1.377562165260315,0.015030274167656898,1680000
0.49949556589126587,969,21100,1.3810784816741943,0.016030292958021164,1688000
0.5336158275604248,969,21200,1.377302646636963,0.008984463289380074,1696000
0.49406081438064575,970,21300,1.3772058486938477,0.08543916791677475,1704000
0.8954344317317009,970,21400,1.3793199062347412,0.00036276469472795725,1712000
0.12343955039978027,971,21500,1.378395438194275,0.0067093633115291595,1720000
0.42631977796554565,971,21600,1.381829023361206,0.0032422479707747698,1728000
0.2763098478317261,972,21700,1.3720855712890625,0.03251440450549126,1736000
0.2951645255088806,972,21800,1.3716421127319336,0.03781925514340401,1744000
0.5876004993915558,973,21900,1.3804258108139038,0.009654682129621506,1752000
0.5070328116416931,973,22000,1.3826416730880737,0.01589607074856758,1760000
0.4837305545806885,974,22100,1.3832690715789795,0.0022102619986981153,1768000
0.32130199670791626,974,22200,1.380751371383667,0.0297311432659626,1776000
0.06539368629455566,975,22300,1.3806631565093994,0.010235893540084362,1784000
0.9484520964324474,976,22400,1.3831487894058228,0.0007864371873438358,1792000
0.7511008381843567,976,22500,1.3786574602127075,0.0032762140035629272,1800000
0.19092941284179688,977,22600,1.3664677143096924,0.013658647425472736,1808000
0.8650695830583572,977,22700,1.3783931732177734,0.006154939997941256,1816000
0.8670104891061783,978,22800,1.3808887004852295,5.5404118029400706e-05,1824000
0.2809138894081116,978,22900,1.3819427490234375,0.0022412880789488554,1832000
0.5146825611591339,978,23000,1.3626577854156494,0.0023516188375651836,1840000
0.6164834201335907,979,23100,1.3739902973175049,0.034064408391714096,1848000
0.18090003728866577,980,23200,1.3623812198638916,0.05191252753138542,1856000
-0.01340186595916748,980,23300,1.3644428253173828,0.02915545180439949,1864000
0.3171296715736389,980,23400,1.3415714502334595,0.03702840209007263,1872000
0.969807667657733,981,23500,1.3754431009292603,0.0006588994874618948,1880000
0.6172692477703094,982,23600,1.363149881362915,0.013598402962088585,1888000
0.6293931007385254,982,23700,1.3739268779754639,0.026169797405600548,1896000
-0.13652360439300537,982,23800,1.3790714740753174,0.0022467540111392736,1904000
-0.6369078159332275,983,23900,1.3765243291854858,0.0037625529803335667,1912000
0.7446213066577911,983,24000,1.3821953535079956,0.002404776867479086,1920000
0.7476428747177124,984,24100,1.3768072128295898,0.021807262673974037,1928000
0.6192039549350739,984,24200,1.366503119468689,0.010227438993752003,1936000
0.853579193353653,985,24300,1.374677062034607,0.003092369297519326,1944000
0.2377646565437317,985,24400,1.369962453842163,0.0356394425034523,1952000
0.8004814684391022,986,24500,1.3813421726226807,0.011466817930340767,1960000
0.40341103076934814,986,24600,1.3737623691558838,0.011457406915724277,1968000
0.06974780559539795,987,24700,1.3793237209320068,0.013469072990119457,1976000
0.2651410698890686,987,24800,1.381280779838562,0.010409592650830746,1984000
0.7553842067718506,987,24900,1.3836431503295898,0.005168030969798565,1992000
0.45884066820144653,988,25000,1.383737325668335,0.051511771976947784,2000000
0.5673162639141083,988,25100,1.3833215236663818,0.010389075614511967,2008000
0.8255072236061096,988,25200,1.3762317895889282,0.012759139761328697,2016000
0.32802873849868774,989,25300,1.3766462802886963,0.04941661283373833,2024000
0.4729765057563782,989,25400,1.3601492643356323,0.022438805550336838,2032000
0.9133840650320053,990,25500,1.371721625328064,0.001424041809514165,2040000
0.9191249385476112,990,25600,1.3705573081970215,0.0020692634861916304,2048000
0.17141073942184448,991,25700,1.3717283010482788,0.030804255977272987,2056000
0.40569818019866943,991,25800,1.3759349584579468,0.037739723920822144,2064000
0.8008230924606323,991,25900,1.3707659244537354,0.005937048699706793,2072000
0.8010728508234024,992,26000,1.3714001178741455,0.016112923622131348,2080000
0.5365545153617859,992,26100,1.37698495388031,0.010143725201487541,2088000
0.3836904764175415,993,26200,1.3807942867279053,0.018379447981715202,2096000
0.8067149668931961,993,26300,1.3760125637054443,0.0029795276932418346,2104000
0.9421834275126457,994,26400,1.3793902397155762,0.0011216666316613555,2112000
0.1437482237815857,994,26500,1.381844162940979,0.0013566373381763697,2120000
0.14514124393463135,994,26600,1.382190465927124,0.032575689256191254,2128000
0.1784682273864746,995,26700,1.3813761472702026,0.046829741448163986,2136000
0.3576616048812866,995,26800,1.3765361309051514,0.02018827572464943,2144000
0.8049140125513077,995,26900,1.3791091442108154,0.007752285338938236,2152000
0.8172023296356201,996,27000,1.3748615980148315,0.00672831479460001,2160000
0.5915203094482422,996,27100,1.3778884410858154,0.027094613760709763,2168000
0.5490912199020386,997,27200,1.3668612241744995,0.003395927371457219,2176000
0.4564647674560547,997,27300,1.3756177425384521,0.0010162789840251207,2184000
0.1893404722213745,997,27400,1.376441478729248,0.0038330736570060253,2192000
0.9074644595384598,998,27500,1.3830223083496094,0.0011912111658602953,2200000
0.5023716986179352,998,27600,1.3753554821014404,0.020381668582558632,2208000
0.3649069666862488,999,27700,1.359738826751709,0.05647910758852959,2216000
0.41053229570388794,999,27800,1.3799521923065186,0.0018015799578279257,2224000
0.030387043952941895,999,27900,1.3836748600006104,0.042627185583114624,2232000
0.3967968225479126,1000,28000,1.3689422607421875,0.05527535825967789,2240000
0.33760499954223633,1000,28100,1.3825089931488037,0.03506568446755409,2248000
0.21254777908325195,1000,28200,1.3801524639129639,0.026528608053922653,2256000
0.5263002514839172,1001,28300,1.375252366065979,0.021521802991628647,2264000
0.7690407037734985,1001,28400,1.371689796447754,0.0031479247845709324,2272000
0.7192189395427704,1001,28500,1.3823999166488647,0.01362097728997469,2280000
-0.029262185096740723,1002,28600,1.3851267099380493,0.03656039759516716,2288000
0.3503546714782715,1002,28700,1.3808729648590088,0.03608277067542076,2296000
0.2990860939025879,1002,28800,1.3771264553070068,0.026199039071798325,2304000
0.4283563494682312,1003,28900,1.3846920728683472,0.013396816328167915,2312000
0.5850158035755157,1003,29000,1.3843632936477661,0.0027805790305137634,2320000
0.5068197250366211,1003,29100,1.381876826286316,0.02215207926928997,2328000
0.7461146712303162,1004,29200,1.3820648193359375,0.023794278502464294,2336000
0.9025342985987663,1004,29300,1.3847525119781494,0.0022956214379519224,2344000
0.5527338981628418,1004,29400,1.3742320537567139,0.012194799259305,2352000
0.9747087266296148,1005,29500,1.383335828781128,0.0006376440869644284,2360000
0.6198637187480927,1005,29600,1.3816490173339844,0.023965012282133102,2368000
0.6452998518943787,1005,29700,1.3820016384124756,0.018498441204428673,2376000
0.06012970209121704,1006,29800,1.3741941452026367,0.026659375056624413,2384000
0.34321463108062744,1006,29900,1.372955560684204,0.007802779320627451,2392000
0.5548991858959198,1006,30000,1.3740088939666748,0.018080156296491623,2400000
0.8210433572530746,1007,30100,1.3782089948654175,0.001406961353495717,2408000
0.9115718454122543,1007,30200,1.3780484199523926,0.0007021614583209157,2416000
0.6629463136196136,1007,30300,1.3768117427825928,0.020107271149754524,2424000
-0.019324421882629395,1008,30400,1.377142310142517,0.007442154921591282,2432000
0.37892383337020874,1008,30500,1.3778247833251953,0.03351243585348129,2440000
0.36710643768310547,1008,30600,1.3811649084091187,0.0035423957742750645,2448000
0.4741448163986206,1009,30700,1.3808176517486572,0.034697581082582474,2456000
0.6733773052692413,1009,30800,1.3821483850479126,0.009197978302836418,2464000
0.6099978089332581,1009,30900,1.380480170249939,0.04081710800528526,2472000
0.834637388586998,1010,31000,1.379563570022583,0.0032205991446971893,2480000
0.5370527803897858,1010,31100,1.3765052556991577,0.016957638785243034,2488000
0.4060955047607422,1010,31200,1.3765029907226562,0.01787649095058441,2496000
0.8931634202599525,1011,31300,1.372478723526001,0.0018892288208007812,2504000
0.10204708576202393,1011,31400,1.3778375387191772,0.015739604830741882,2512000
0.008058667182922363,1011,31500,1.3844739198684692,0.044841520488262177,2520000
0.5264521837234497,1011,31600,1.382440209388733,0.03578101098537445,2528000
0.5539844334125519,1012,31700,1.374623417854309,0.06251277029514313,2536000
0.5145362019538879,1012,31800,1.380968451499939,0.012240171432495117,2544000
0.5152600109577179,1012,31900,1.3781541585922241,0.03518261760473251,2552000
0.1763513684272766,1013,32000,1.384170651435852,0.01434384286403656,2560000
0.5644346177577972,1013,32100,1.3796970844268799,0.014171048998832703,2568000
0.5442455410957336,1013,32200,1.3769540786743164,0.03833916038274765,2576000
0.4256131052970886,1014,32300,1.376841425895691,0.02347242273390293,2584000
0.6822051107883453,1014,32400,1.3771551847457886,0.031113963574171066,2592000
0.4353863000869751,1014,32500,1.37342369556427,0.007534136530011892,2600000
0.8038288503885269,1014,32600,1.3796087503433228,0.017652712762355804,2608000
0.8027390986680984,1015,32700,1.3686227798461914,0.0013944029342383146,2616000
0.9130078703165054,1015,32800,1.3808634281158447,0.002561065834015608,2624000
0.8156586289405823,1015,32900,1.3812763690948486,0.009525387547910213,2632000
0.7295272648334503,1016,33000,1.3744510412216187,0.025139261037111282,2640000
0.9199217259883881,1016,33100,1.3721697330474854,0.004860156215727329,2648000
0.9080481827259064,1016,33200,1.3780854940414429,0.007621154189109802,2656000
0.6803053915500641,1016,33300,1.3822801113128662,0.03118661418557167,2664000
0.2948507070541382,1017,33400,1.374751091003418,0.025216778740286827,2672000
0.6296427845954895,1017,33500,1.3801324367523193,0.0016735082026571035,2680000
0.5986154079437256,1017,33600,1.3743503093719482,0.005426926538348198,2688000
0.9320563524961472,1017,33700,1.3706525564193726,0.0018608052050694823,2696000
0.7930013686418533,1018,33800,1.3663256168365479,0.011381199583411217,2704000
0.8503119498491287,1018,33900,1.3738486766815186,0.012781615369021893,2712000
0.12678778171539307,1018,34000,1.3768527507781982,0.01302414108067751,2720000
0.5410434603691101,1019,34100,1.3600456714630127,0.0168568417429924,2728000
0.9155722409486771,1019,34200,1.3641422986984253,0.0021913223899900913,2736000
0.6841763257980347,1019,34300,1.3707571029663086,0.010199086740612984,2744000
0.7104346752166748,1019,34400,1.3812220096588135,0.012235798873007298,2752000
0.8128098398447037,1019,34500,1.3694708347320557,0.0034507233649492264,2760000
0.666602224111557,1020,34600,1.3579219579696655,0.013131720013916492,2768000
0.8095586895942688,1020,34700,1.3841179609298706,0.008565889671444893,2776000
0.8152872174978256,1020,34800,1.373205542564392,0.0029086959548294544,2784000
0.6879112124443054,1020,34900,1.365147352218628,0.004604759626090527,2792000
0.21931511163711548,1021,35000,1.361426591873169,0.013639472424983978,2800000
0.9042091965675354,1021,35100,1.3664848804473877,0.00757151935249567,2808000
0.6236047446727753,1021,35200,1.3575963973999023,0.015683166682720184,2816000
0.6344263851642609,1021,35300,1.3757641315460205,0.00352252135053277,2824000
0.6310416758060455,1022,35400,1.3747209310531616,0.04374165087938309,2832000
0.6923104226589203,1022,35500,1.379001259803772,0.02235471084713936,2840000
0.829574465751648,1022,35600,1.3574564456939697,0.030673261731863022,2848000
0.8310098201036453,1022,35700,1.3337217569351196,0.014637281186878681,2856000
0.9021916463971138,1023,35800,1.3355395793914795,0.014153460040688515,2864000
0.7838268578052521,1023,35900,1.3727686405181885,0.004430749919265509,2872000
0.9680693112313747,1023,36000,1.3230960369110107,0.006754090078175068,2880000
0.8460817039012909,1024,36100,1.356663703918457,0.008465073071420193,2888000
0.7002846300601959,1024,36200,1.3575729131698608,0.014503958635032177,2896000
0.9404358267784119,1024,36300,1.3569892644882202,0.005151151213794947,2904000
0.8366874605417252,1024,36400,1.3603023290634155,0.0028350662905722857,2912000
0.8687530755996704,1025,36500,1.3610901832580566,0.004674456547945738,2920000
0.9481279887259007,1025,36600,1.3414753675460815,0.003346883226186037,2928000
0.8695942163467407,1025,36700,1.3582117557525635,0.015360293909907341,2936000
0.8320980966091156,1026,36800,1.354144811630249,0.012172850780189037,2944000
0.9507690668106079,1026,36900,1.3511689901351929,0.005733436904847622,2952000
0.8044642806053162,1026,37000,1.3577617406845093,0.007237263955175877,2960000
0.9653626307845116,1026,37100,1.3480885028839111,0.0031090108677744865,2968000
0.8809399828314781,1027,37200,1.3378797769546509,0.004559659399092197,2976000
0.9574148058891296,1027,37300,1.3335916996002197,0.005957192275673151,2984000
0.7940391600131989,1027,37400,1.3489153385162354,0.013008718378841877,2992000
0.7841203659772873,1027,37500,1.3021862506866455,0.021560396999120712,3000000
0.8873446509242058,1028,37600,1.3519539833068848,0.006790738552808762,3008000
0.8475645631551743,1028,37700,1.3204418420791626,0.006370925344526768,3016000
0.7718836963176727,1028,37800,1.3472009897232056,0.01351134479045868,3024000
0.9586032927036285,1029,37900,1.352513074874878,0.002680778969079256,3032000
0.9259229600429535,1029,38000,1.3360952138900757,0.008654428645968437,3040000
0.8475120514631271,1029,38100,1.3457344770431519,0.00691763311624527,3048000
0.6836141347885132,1029,38200,1.2429800033569336,0.0053476206958293915,3056000
0.4873883128166199,1029,38300,1.3495752811431885,0.01360601931810379,3064000
0.9712509755045176,1030,38400,1.3410857915878296,0.004653268028050661,3072000
0.4718489646911621,1030,38500,1.3404200077056885,0.02140931412577629,3080000
0.9083288460969925,1030,38600,1.2964720726013184,0.007242752704769373,3088000
